created_at,full_text,hashtags,user_mentions
tue jun 02 17:22:03 +0000 2020, donaldtrump thinks world looking us thinkin they're weak! comes dealin protest…,donaldtrump,
tue jun 02 17:22:05 +0000 2020, rt donald trump lo están esperando afuera donaldtrump anomymous casablanca,"donaldtrump,anomymous,casablanca",dulcepalacios23
tue jun 02 17:22:05 +0000 2020, trumpincitesviolence trumpdictatorship it’s joebiden2020 may not anything left the republican party…,"trumpincitesviolence,trumpdictatorship,joebiden2020",
tue jun 02 17:22:05 +0000 2020, trumpincitesviolence trumpdictatorship it’s joebiden2020 may not anything left the republican party…,"trumpincitesviolence,trumpdictatorship,joebiden2020",
tue jun 02 17:22:06 +0000 2020, rt the moment happened seattleprotest anonymous anonymus blacklivesmatter antifaterrorist donaldtrump geor…,"seattleprotest,anonymous,anonymus,blacklivesmatter,antifaterrorist,donaldtrump",anonnotices2020
tue jun 02 17:22:07 +0000 2020, rt this stupid thepurge anonymous anonymus antifaterrorist donaldtrump georgefloyd icantbreath trumpgenoci…,"thepurge,anonymous,anonymus,antifaterrorist,donaldtrump,georgefloyd,icantbreath",anonnotices2020
tue jun 02 17:22:07 +0000 2020, rt this stupid thepurge anonymous anonymus antifaterrorist donaldtrump georgefloyd icantbreath trumpgenoci…,"thepurge,anonymous,anonymus,antifaterrorist,donaldtrump,georgefloyd,icantbreath",anonnotices2020
tue jun 02 17:22:07 +0000 2020, rt usaonfire donaldtrump my cartoon more,"usaonfire,donaldtrump,cartoon","manjultoons,firstpost"
tue jun 02 17:22:08 +0000 2020, rt beinformed theepsteinandtrumpclub donaldtrump donaldtrumpisthetypeofguy jef…,"beinformed,theepsteinandtrumpclub,donaldtrump,donaldtrumpisthetypeofguy","dannyalighieri,realdonaldtrump,realdonaldtrump"
tue jun 02 17:22:13 +0000 2020, rt usaonfire donaldtrump my cartoon more,"usaonfire,donaldtrump,cartoon","manjultoons,firstpost"
tue jun 02 17:22:15 +0000 2020, trump es una zorra eso e lo que le toca donaldtrump badgyal,"donaldtrump,badgyal",
tue jun 02 17:22:17 +0000 2020, tuesdaythoughts this hypocrisy hypocrite amp liar donaldtrump swore protect de…,"tuesdaythoughts,hypocrisy,hypocrite,liar,donaldtrump","whitehouse,potus"
tue jun 02 17:22:19 +0000 2020, rt trumpresignnow resignnowtrump biden2020,"trumpresignnow,resignnowtrump,biden2020","tonycenteio,funder"
tue jun 02 17:22:22 +0000 2020, rt the moment happened seattleprotest anonymous anonymus blacklivesmatter antifaterrorist donaldtrump geor…,"seattleprotest,anonymous,anonymus,blacklivesmatter,antifaterrorist,donaldtrump",anonnotices2020
tue jun 02 17:22:25 +0000 2020, ipadpro applepencil humorespañol humor ilustracion drawing draw procreate donaldtrump donaldtrumpmemes,"ipadpro,applepencil,humorespañol,humor,ilustracion,drawing,draw,procreate,donaldtrump,donaldtrumpmemes",
tue jun 02 17:22:26 +0000 2020, rt trump se tomó foto con una biblia en la iglesia episcopal de san juan en washington tras protestas video donaldtrump htt…,donaldtrump,miamimundo
tue jun 02 17:22:27 +0000 2020, rt twitter started fact checking us president donaldtrump's tweets response mr trump accused twitter stifling sp…,"twitter,donaldtrump",indiatoday
tue jun 02 17:22:27 +0000 2020, rt wow incredible anonymous anonymus donaldtrump georgefloyd icantbreath protests2020 trumpout2020 whitehou…,"anonymous,anonymus,donaldtrump,georgefloyd,icantbreath,protests2020,trumpout2020",anonnotices2020
tue jun 02 17:22:27 +0000 2020, rt wow incredible anonymous anonymus donaldtrump georgefloyd icantbreath protests2020 trumpout2020 whitehou…,"anonymous,anonymus,donaldtrump,georgefloyd,icantbreath,protests2020,trumpout2020",anonnotices2020
tue jun 02 17:22:27 +0000 2020, rt wow incredible anonymous anonymus donaldtrump georgefloyd icantbreath protests2020 trumpout2020 whitehou…,"anonymous,anonymus,donaldtrump,georgefloyd,icantbreath,protests2020,trumpout2020",anonnotices2020
tue jun 02 17:22:28 +0000 2020, rt ahora estarás feliz 😂😂😂😂😂 anonymuos donaldtrump,"anonymuos,donaldtrump",yael64722097
tue jun 02 17:22:29 +0000 2020, was menschen jetzt beruhigen würde wären kaufprämien für verbrenner autos merkel antifa donaldtrump,"merkel,antifa,donaldtrump",
tue jun 02 17:22:29 +0000 2020, rt 🇺🇸 usa « la présidence de donaldtrump aggravé la fracture … il est dans une politique de clivage » d…,"usa,donaldtrump","cavousf5,corentinsellin"
tue jun 02 17:22:31 +0000 2020, rt भारत को नसीहत वो दे रहे थे जो खुद बंकर में छिपे बैठे हैं! donaldtrump usa,"donaldtrump,usa",deepakrishi0
tue jun 02 17:22:31 +0000 2020, hope doesn’t forget come november 3rd biden2020 trumpincitesviolence…,"biden2020,trumpincitesviolence",billkristol
tue jun 02 17:22:33 +0000 2020, rt reunión secreta de pizzagate resubido por si lo borran anonymous anonymuos pizzagate donaldtrump whitehousedown https…,"pizzagate,anonymous,anonymuos,pizzagate,donaldtrump,whitehousedown",vlencxa
tue jun 02 17:22:36 +0000 2020, rt wow incredible anonymous anonymus donaldtrump georgefloyd icantbreath protests2020 trumpout2020 whitehou…,"anonymous,anonymus,donaldtrump,georgefloyd,icantbreath,protests2020,trumpout2020",anonnotices2020
tue jun 02 17:22:36 +0000 2020, rt wow incredible anonymous anonymus donaldtrump georgefloyd icantbreath protests2020 trumpout2020 whitehou…,"anonymous,anonymus,donaldtrump,georgefloyd,icantbreath,protests2020,trumpout2020",anonnotices2020
tue jun 02 17:22:36 +0000 2020, rt wow incredible anonymous anonymus donaldtrump georgefloyd icantbreath protests2020 trumpout2020 whitehou…,"anonymous,anonymus,donaldtrump,georgefloyd,icantbreath,protests2020,trumpout2020",anonnotices2020
tue jun 02 17:22:37 +0000 2020, trumpgassesamericans trumpteargassedus trumpgassedus trumpdictatorship americaortrump trumphitler,"trumpgassesamericans,trumpteargassedus,trumpgassedus,trumpdictatorship,americaortrump,trumphitler",
tue jun 02 17:22:44 +0000 2020, yes amp donaldtrump could signal cult followers the shining city new world order …,"donaldtrump,cult",trom771
tue jun 02 17:22:49 +0000 2020, rt good morning in case missed donaldtrump treatened invoke 200y insurrection act state governo…,donaldtrump,dannyalighieri
tue jun 02 17:22:49 +0000 2020, rt marlaskadimision marlaskadimisionya abascalpresidente badalona cacerolada21h donaldtrump eeuu elchepasesiglesia…,"marlaskadimision,marlaskadimisionya,abascalpresidente,badalona,cacerolada21h,donaldtrump,eeuu",bernabealopez1
tue jun 02 17:22:50 +0000 2020, rt cowards anonymous anonymus antifaterrorist donaldtrump icantbreath georgefloyd protests2020 trumpgenocide tr…,"anonymous,anonymus,antifaterrorist,donaldtrump,icantbreath,georgefloyd,protests2020,trumpgenocide",anonnotices2020
tue jun 02 17:22:50 +0000 2020, rt cowards anonymous anonymus antifaterrorist donaldtrump icantbreath georgefloyd protests2020 trumpgenocide tr…,"anonymous,anonymus,antifaterrorist,donaldtrump,icantbreath,georgefloyd,protests2020,trumpgenocide",anonnotices2020
tue jun 02 17:22:50 +0000 2020, rt este video no lo dejan de eliminar donaldtrump anonymuos,"donaldtrump,anonymuos",scarlettpalma17
tue jun 02 17:22:52 +0000 2020, rt the moment happened seattleprotest anonymous anonymus blacklivesmatter antifaterrorist donaldtrump geor…,"seattleprotest,anonymous,anonymus,blacklivesmatter,antifaterrorist,donaldtrump",anonnotices2020
tue jun 02 17:22:55 +0000 2020, rt 🇺🇸 manifestations la stratégie de donaldtrump décryptée dans l’édito de patrickcohen ⬇️ càvous,"donaldtrump,patrickcohen,càvous",cavousf5
tue jun 02 17:22:57 +0000 2020, rt 🇺🇸 manifestations la stratégie de donaldtrump décryptée dans l’édito de patrickcohen ⬇️ càvous,"donaldtrump,patrickcohen,càvous",cavousf5
tue jun 02 17:22:57 +0000 2020, la gente negra tiene todo el derecho de quemar un país que construyeron gratis blackouttuesday anonymuos donaldtrump pizzagate,"blackouttuesday,anonymuos,donaldtrump,pizzagate",
tue jun 02 17:23:02 +0000 2020, gt shoot peaceful protestors gt hillary clinton donaldtrump,donaldtrump,
tue jun 02 17:23:02 +0000 2020, rt 🇺🇸 usa « la présidence de donaldtrump aggravé la fracture … il est dans une politique de clivage » d…,"usa,donaldtrump","cavousf5,corentinsellin"
tue jun 02 17:23:03 +0000 2020, rt que opinan sobre esto anonymuos donaldtrump lacasablanca,"anonymuos,donaldtrump,lacasablanca",okradicall
tue jun 02 17:23:04 +0000 2020, rt many hollywood celebrities corporate houses openly speaking against donaldtrump without fear america they…,donaldtrump,kamaalrkhan
tue jun 02 17:23:07 +0000 2020, rt trumpresignnow resignnowtrump biden2020,"trumpresignnow,resignnowtrump,biden2020","tonycenteio,funder"
tue jun 02 17:23:16 +0000 2020, rt agente vaticano anonymous donaldtrump,"vaticano,anonymous,donaldtrump",33_agente
tue jun 02 17:23:19 +0000 2020, rt this stupid thepurge anonymous anonymus antifaterrorist donaldtrump georgefloyd icantbreath trumpgenoci…,"thepurge,anonymous,anonymus,antifaterrorist,donaldtrump,georgefloyd,icantbreath",anonnotices2020
tue jun 02 17:23:19 +0000 2020, rt this stupid thepurge anonymous anonymus antifaterrorist donaldtrump georgefloyd icantbreath trumpgenoci…,"thepurge,anonymous,anonymus,antifaterrorist,donaldtrump,georgefloyd,icantbreath",anonnotices2020
tue jun 02 17:23:26 +0000 2020, rt epa donaldtrump ¿no que te la dabas de supremacista gorilaalbino ahora te escondes bajo tierra trump habría permanecido…,"donaldtrump,gorilaalbino,trump",zabayar
tue jun 02 17:23:26 +0000 2020, rt epa donaldtrump ¿no que te la dabas de supremacista gorilaalbino ahora te escondes bajo tierra trump habría permanecido…,"donaldtrump,gorilaalbino,trump",zabayar
tue jun 02 17:23:30 +0000 2020, rt ahora estarás feliz 😂😂😂😂😂 anonymuos donaldtrump,"anonymuos,donaldtrump",yael64722097
tue jun 02 17:23:32 +0000 2020, rt wow incredible anonymous anonymus donaldtrump georgefloyd icantbreath protests2020 trumpout2020 whitehou…,"anonymous,anonymus,donaldtrump,georgefloyd,icantbreath,protests2020,trumpout2020",anonnotices2020
tue jun 02 17:23:32 +0000 2020, rt wow incredible anonymous anonymus donaldtrump georgefloyd icantbreath protests2020 trumpout2020 whitehou…,"anonymous,anonymus,donaldtrump,georgefloyd,icantbreath,protests2020,trumpout2020",anonnotices2020
tue jun 02 17:23:32 +0000 2020, rt wow incredible anonymous anonymus donaldtrump georgefloyd icantbreath protests2020 trumpout2020 whitehou…,"anonymous,anonymus,donaldtrump,georgefloyd,icantbreath,protests2020,trumpout2020",anonnotices2020
tue jun 02 17:23:32 +0000 2020, rt this stupid thepurge anonymous anonymus antifaterrorist donaldtrump georgefloyd icantbreath trumpgenoci…,"thepurge,anonymous,anonymus,antifaterrorist,donaldtrump,georgefloyd,icantbreath",anonnotices2020
tue jun 02 17:23:32 +0000 2020, rt this stupid thepurge anonymous anonymus antifaterrorist donaldtrump georgefloyd icantbreath trumpgenoci…,"thepurge,anonymous,anonymus,antifaterrorist,donaldtrump,georgefloyd,icantbreath",anonnotices2020
tue jun 02 17:23:35 +0000 2020, rt biden biden2020 anonymuos dicklessrapist trump,"biden2020,anonymuos,dicklessrapist,trump","jezusrou,youranoncentral"
tue jun 02 17:23:39 +0000 2020, birmingham mayor orders removal confederate monument public park maga ppl these…,maga,
tue jun 02 17:23:39 +0000 2020, rt 🇺🇸 manifestations la stratégie de donaldtrump décryptée dans l’édito de patrickcohen ⬇️ càvous,"donaldtrump,patrickcohen,càvous",cavousf5
tue jun 02 17:23:40 +0000 2020, donaldtrump usa പ്രതിഷേധക്കാരെ ഒഴിപ്പിച്ചു ട്രംപ്​ ചരിത്രപ്രസിദ്ധ ചർച്ചിലെത്തി,"donaldtrump,usa",
tue jun 02 17:23:40 +0000 2020, rt 🇺🇸 usa « la présidence de donaldtrump aggravé la fracture … il est dans une politique de clivage » d…,"usa,donaldtrump","cavousf5,corentinsellin"
tue jun 02 17:23:44 +0000 2020, rt the scene georgefloyd graveyard innocent child crying uncontrollably calling lovely dad up' sp…,georgefloyd,abdubaguyodida1
tue jun 02 17:23:45 +0000 2020, vean enrealidad donde se esconde 🔎 amp donaldtrump anomymous blacklivesmatter,"donaldtrump,anomymous,blacklivesmatter",
tue jun 02 17:23:47 +0000 2020, rt we win end realdonaldtrump donaldtrump crazylegs66 tommyg qanon wwg1wwga marri 8491 …,"realdonaldtrump,donaldtrump,crazylegs66,tommyg,qanon,wwg1wwga,marri_8491",qtookthepill
tue jun 02 17:23:50 +0000 2020, rt mr05 journaliste donaldtrump quels sont vos argument face aux accusations d’ anonymous…,"donaldtrump,anonymous",lucas_mr05
tue jun 02 17:23:52 +0000 2020, donaldtrump what green four legs smells like woman the white house's pool table,donaldtrump,
tue jun 02 17:23:54 +0000 2020, trump donaldtrump,"trump,donaldtrump",
tue jun 02 17:23:54 +0000 2020, trump donaldtrump,"trump,donaldtrump",
tue jun 02 17:23:55 +0000 2020, rt 🇺🇸 manifestations la stratégie de donaldtrump décryptée dans l’édito de patrickcohen ⬇️ càvous,"donaldtrump,patrickcohen,càvous",cavousf5
tue jun 02 17:23:56 +0000 2020, rt que opinan sobre esto anonymuos donaldtrump lacasablanca,"anonymuos,donaldtrump,lacasablanca",okradicall
tue jun 02 17:23:58 +0000 2020, rt messi eres tú blacklivesmatter donaldtrump anonymous messi 2junio,"blacklivesmatter,donaldtrump,anonymous,messi,2junio",rubenmarquinaa
tue jun 02 17:23:58 +0000 2020, rt donaldtrump world's 2nd third class leader,donaldtrump,satyajeettambe
tue jun 02 17:24:00 +0000 2020, rt joebiden2020 trumpout2020,"joebiden2020,trumpout2020",annabella510
tue jun 02 17:24:05 +0000 2020, president come nov 3!! trumpisanidiot trumpistheworstpresidentever…,"trumpisanidiot,trumpistheworstpresidentever","realdonaldtrump,joebiden"
tue jun 02 17:24:12 +0000 2020, rt pm મોદી અને ટ્રમ્પ વચ્ચે અડધી રાતે ફોન પર થઈ ચર્ચા અમેરિકાએ ભારતને આપ્યું આ મોટું આમંત્રણ narendramodi donaldtrump in…,"narendramodi,donaldtrump",vtvgujarati
tue jun 02 17:24:15 +0000 2020, trump’s white house trumpisaracist trumpsjealousofobama trumpincitesviolence abuseofpower…,"trumpisaracist,trumpsjealousofobama,trumpincitesviolence,abuseofpower",ordinary1world
tue jun 02 17:24:17 +0000 2020, donald trump wants zero smoke anonymous 😂 anomymous trump donaldtrump,"anomymous,trump,donaldtrump",
tue jun 02 17:24:17 +0000 2020, donald trump wants zero smoke anonymous 😂 anomymous trump donaldtrump,"anomymous,trump,donaldtrump",
tue jun 02 17:24:18 +0000 2020, rt zero tolerance if still back donaldtrump you dead dictatortrump trumpdictatorship alphabethaiku,"donaldtrump,dictatortrump,trumpdictatorship,alphabethaiku",cassandra17lina
tue jun 02 17:24:18 +0000 2020, rt zero tolerance if still back donaldtrump you dead dictatortrump trumpdictatorship alphabethaiku,"donaldtrump,dictatortrump,trumpdictatorship,alphabethaiku",cassandra17lina
tue jun 02 17:24:18 +0000 2020, rt zero tolerance if still back donaldtrump you dead dictatortrump trumpdictatorship alphabethaiku,"donaldtrump,dictatortrump,trumpdictatorship,alphabethaiku",cassandra17lina
tue jun 02 17:24:20 +0000 2020, rt cuando un chavista 🐀 opina sobre la muerte de georgefloyd solo puedo recordar esto ⬇⬇⬇ donaldtrump pompeo fuerte tiuna…,"georgefloyd,donaldtrump",gaboo2019
tue jun 02 17:24:20 +0000 2020, rt cuando un chavista 🐀 opina sobre la muerte de georgefloyd solo puedo recordar esto ⬇⬇⬇ donaldtrump pompeo fuerte tiuna…,"georgefloyd,donaldtrump",gaboo2019
tue jun 02 17:24:22 +0000 2020, rt anonimous anomymous blakelivesmatter georgefloydwasmurdered donaldtrump epstein compartir rápido el video que twitte…,"anonimous,anomymous,blakelivesmatter,georgefloydwasmurdered,donaldtrump,epstein",bizarrarmy
tue jun 02 17:24:22 +0000 2020, rt anonimous anomymous blakelivesmatter georgefloydwasmurdered donaldtrump epstein compartir rápido el video que twitte…,"anonimous,anomymous,blakelivesmatter,georgefloydwasmurdered,donaldtrump,epstein",bizarrarmy
tue jun 02 17:24:22 +0000 2020, rt anonimous anomymous blakelivesmatter georgefloydwasmurdered donaldtrump epstein compartir rápido el video que twitte…,"anonimous,anomymous,blakelivesmatter,georgefloydwasmurdered,donaldtrump,epstein",bizarrarmy
tue jun 02 17:24:25 +0000 2020, rt anonymuos twitter anda borrando la lista de niñas que fueron abusadas por donaldtrump sigamos difundiendo! …,"anonymuos,donaldtrump",bryancatuto02
tue jun 02 17:24:26 +0000 2020, rt fuck donaldtrump,donaldtrump,fromlester
tue jun 02 17:24:26 +0000 2020, usa donaldtrump,"usa,donaldtrump",
tue jun 02 17:24:27 +0000 2020, rt wow incredible anonymous anonymus donaldtrump georgefloyd icantbreath protests2020 trumpout2020 whitehou…,"anonymous,anonymus,donaldtrump,georgefloyd,icantbreath,protests2020,trumpout2020",anonnotices2020
tue jun 02 17:24:27 +0000 2020, rt wow incredible anonymous anonymus donaldtrump georgefloyd icantbreath protests2020 trumpout2020 whitehou…,"anonymous,anonymus,donaldtrump,georgefloyd,icantbreath,protests2020,trumpout2020",anonnotices2020
tue jun 02 17:24:27 +0000 2020, rt wow incredible anonymous anonymus donaldtrump georgefloyd icantbreath protests2020 trumpout2020 whitehou…,"anonymous,anonymus,donaldtrump,georgefloyd,icantbreath,protests2020,trumpout2020",anonnotices2020
tue jun 02 17:24:32 +0000 2020, rt moscowmitch ⁦@senatemajldr⁩ pushes two judges ignoring protests pandemic trumpdictatorship justic…,"moscowmitch,protests,pandemic,trumpdictatorship","jsavoly,senatemajldr"
tue jun 02 17:24:33 +0000 2020, donald trump donaldtrump yet show cards prove even fatal,donaldtrump,
tue jun 02 17:24:34 +0000 2020, rt same energy anonymous donaldtrump,"anonymous,donaldtrump",angelsdior
tue jun 02 17:24:34 +0000 2020, rt testimonio traducido al español de la menor abusada por donald trump trump anonymous pizzagateisreal donaldtrump el…,"trump,anonymous,pizzagateisreal,donaldtrump",shadero25389
tue jun 02 17:24:34 +0000 2020, rt testimonio traducido al español de la menor abusada por donald trump trump anonymous pizzagateisreal donaldtrump el…,"trump,anonymous,pizzagateisreal,donaldtrump",shadero25389
tue jun 02 17:24:35 +0000 2020, rt twitter started fact checking us president donaldtrump's tweets response mr trump accused twitter stifling sp…,"twitter,donaldtrump",indiatoday
tue jun 02 17:24:36 +0000 2020, rt jamesmx54 el toque de queda en usa es así usa taking curfew seriously usaonfire usa donaldtrump trumpout2020 june2020 https…,"usaonfire,usa,donaldtrump,trumpout2020,june2020",_jamesmx54_
tue jun 02 17:24:36 +0000 2020, rt jamesmx54 el toque de queda en usa es así usa taking curfew seriously usaonfire usa donaldtrump trumpout2020 june2020 https…,"usaonfire,usa,donaldtrump,trumpout2020,june2020",_jamesmx54_
tue jun 02 17:24:38 +0000 2020, rt wow incredible anonymous anonymus donaldtrump georgefloyd icantbreath protests2020 trumpout2020 whitehou…,"anonymous,anonymus,donaldtrump,georgefloyd,icantbreath,protests2020,trumpout2020",anonnotices2020
tue jun 02 17:24:38 +0000 2020, rt wow incredible anonymous anonymus donaldtrump georgefloyd icantbreath protests2020 trumpout2020 whitehou…,"anonymous,anonymus,donaldtrump,georgefloyd,icantbreath,protests2020,trumpout2020",anonnotices2020
tue jun 02 17:24:38 +0000 2020, rt wow incredible anonymous anonymus donaldtrump georgefloyd icantbreath protests2020 trumpout2020 whitehou…,"anonymous,anonymus,donaldtrump,georgefloyd,icantbreath,protests2020,trumpout2020",anonnotices2020
tue jun 02 17:24:39 +0000 2020, rt rapist donaldtrump racist donaldtrump paedophile donaldtrump doesn’t know anything anything clueles…,"donaldtrump,donaldtrump,donaldtrump",dannyalighieri
tue jun 02 17:24:39 +0000 2020, rt rapist donaldtrump racist donaldtrump paedophile donaldtrump doesn’t know anything anything clueles…,"donaldtrump,donaldtrump,donaldtrump",dannyalighieri
tue jun 02 17:24:39 +0000 2020, rt rapist donaldtrump racist donaldtrump paedophile donaldtrump doesn’t know anything anything clueles…,"donaldtrump,donaldtrump,donaldtrump",dannyalighieri
tue jun 02 17:24:41 +0000 2020, in 2014 donaldtrump able see future thefutureisnow,"donaldtrump,thefutureisnow",
tue jun 02 17:24:42 +0000 2020, anonymus anomymous donaldtrump gente vean estos videos,"anonymus,anomymous,donaldtrump",
tue jun 02 17:24:45 +0000 2020, rt 🇺🇸 usa « la présidence de donaldtrump aggravé la fracture … il est dans une politique de clivage » d…,"usa,donaldtrump","cavousf5,corentinsellin"
tue jun 02 17:24:55 +0000 2020, rt promemoria per trump antifa antifaterrorist donaldtrump floyd,"trump,antifa,antifaterrorist,donaldtrump,floyd",nfratoianni
tue jun 02 17:24:55 +0000 2020, rt promemoria per trump antifa antifaterrorist donaldtrump floyd,"trump,antifa,antifaterrorist,donaldtrump,floyd",nfratoianni
tue jun 02 17:24:56 +0000 2020, trumpincitesviolence trumpdictatorship it’s biden2020 may not anything left the republican party …,"trumpincitesviolence,trumpdictatorship,biden2020",
tue jun 02 17:24:56 +0000 2020, trumpincitesviolence trumpdictatorship it’s biden2020 may not anything left the republican party …,"trumpincitesviolence,trumpdictatorship,biden2020",
tue jun 02 17:24:57 +0000 2020, rt trumpresignnow resignnowtrump biden2020,"trumpresignnow,resignnowtrump,biden2020","tonycenteio,funder"
tue jun 02 17:24:57 +0000 2020, rt moscowmitch ⁦@senatemajldr⁩ pushes two judges ignoring protests pandemic trumpdictatorship justic…,"moscowmitch,protests,pandemic,trumpdictatorship","jsavoly,senatemajldr"
tue jun 02 17:25:00 +0000 2020, out rights stripped away! we cant see the truth! wtf going on! blacklivesmatter donaldtrump racism…,"blacklivesmatter,donaldtrump,racism",
tue jun 02 17:25:01 +0000 2020, rt trumpresignnow resignnowtrump biden2020,"trumpresignnow,resignnowtrump,biden2020","tonycenteio,funder"
tue jun 02 17:25:01 +0000 2020, bantrumpfromtwitter bunkerboy bunkerbabytrump bunkerboydonnie biden2020 bidenharris2020,"bantrumpfromtwitter,bunkerboy,bunkerbabytrump,bunkerboydonnie,biden2020,bidenharris2020",realdonaldtrump
tue jun 02 17:25:03 +0000 2020, rt cuando pase todo el tema de donaldtrump anonumous pizza gate vaticano la casa blanca regresaremos contigo karla…,"donaldtrump,vaticano",alejandrocconde
tue jun 02 17:25:04 +0000 2020, rt fr 🇺🇸 flash anonymous accuse trump d'avoir fait tuer jeffrey epstein pour se couvrir ils demandent à interpol d'ouvri…,"trump,epstein,interpol",conflits_fr
tue jun 02 17:25:07 +0000 2020, rt wow incredible anonymous anonymus donaldtrump georgefloyd icantbreath protests2020 trumpout2020 whitehou…,"anonymous,anonymus,donaldtrump,georgefloyd,icantbreath,protests2020,trumpout2020",anonnotices2020
tue jun 02 17:25:07 +0000 2020, rt wow incredible anonymous anonymus donaldtrump georgefloyd icantbreath protests2020 trumpout2020 whitehou…,"anonymous,anonymus,donaldtrump,georgefloyd,icantbreath,protests2020,trumpout2020",anonnotices2020
tue jun 02 17:25:07 +0000 2020, rt wow incredible anonymous anonymus donaldtrump georgefloyd icantbreath protests2020 trumpout2020 whitehou…,"anonymous,anonymus,donaldtrump,georgefloyd,icantbreath,protests2020,trumpout2020",anonnotices2020
tue jun 02 17:25:09 +0000 2020, donc apparemment donaldtrump est un pedophile récidiviste d’apres anonymous et quil soudoyer les familles avec…,"donaldtrump,anonymous",
tue jun 02 17:25:09 +0000 2020, blacklivesmatter blackoutday blackoutday2020 blackouttuesdsy justiceforgeorgefloyd justice policebrutality…,"blacklivesmatter,blackoutday,blackoutday2020,blackouttuesdsy,justiceforgeorgefloyd,justice,policebrutality",
tue jun 02 17:25:13 +0000 2020, rt someone tell orange orangutan actually job not pressed app donaldtrump …,donaldtrump,beyballin
tue jun 02 17:25:19 +0000 2020, rt why seattle police destroying property’s anonymous anonymus antifaterrorist casablanca donaldtrump blacklive…,"anonymous,anonymus,antifaterrorist,casablanca,donaldtrump",anonnotices2020
tue jun 02 17:25:24 +0000 2020, rt jesuswasaprotester try again ronna when donaldtrump stormtroopers v…,"jesuswasaprotester,donaldtrump","prayerfeathers,gopchairwoman,realdonaldtrump,joebiden"
tue jun 02 17:25:27 +0000 2020, rt 🇺🇸 manifestations la stratégie de donaldtrump décryptée dans l’édito de patrickcohen ⬇️ càvous,"donaldtrump,patrickcohen,càvous",cavousf5
tue jun 02 17:25:31 +0000 2020, gt frequently in 2016 donaldtrump ran law order candidate meant views re…,donaldtrump,
tue jun 02 17:25:31 +0000 2020, this italy blacklivesmatter italy blackoutday donaldtrump,"blacklivesmatter,italy,blackoutday,donaldtrump",
tue jun 02 17:25:32 +0000 2020, rt this please anonymous anonymus antifaterrorist donaldtrump georgefloyd whitehouse,"anonymous,anonymus,antifaterrorist,donaldtrump,georgefloyd,whitehouse",
tue jun 02 17:25:32 +0000 2020, rt this please anonymous anonymus antifaterrorist donaldtrump georgefloyd whitehouse,"anonymous,anonymus,antifaterrorist,donaldtrump,georgefloyd,whitehouse",
tue jun 02 17:25:33 +0000 2020, rt jesuswasaprotester nerve donaldtrump using church holy bible props racism ht…,"jesuswasaprotester,donaldtrump","prayerfeathers,jfkucinich"
tue jun 02 17:25:34 +0000 2020, rt 🔥 dictatortrump it‘s time go we’ll begin heal elect joe you’ll known end time as 👉racis…,dictatortrump,silveradie
tue jun 02 17:25:40 +0000 2020, donaldtrump godwins,"donaldtrump,godwins",
tue jun 02 17:25:41 +0000 2020, rt asked pmjt's comment donaldtrump amp questioned took 21 seconds respond fyi i like pm cho…,donaldtrump,"ruthmkb,cbcnews"
tue jun 02 17:25:45 +0000 2020, rt message dicklessrapist donaldtrumpisarapist donaldtrump blacklivesmatter anonymous …,"dicklessrapist,donaldtrumpisarapist,donaldtrump,blacklivesmatter,anonymous","raitheking4real,realdonaldtrump"
tue jun 02 17:25:49 +0000 2020, rt filtration jeffrey epstein's children island video anonymous jeffreyepstein donaldtrump opdeatheaters anomymous…,"anonymous,jeffreyepstein,donaldtrump,opdeatheaters,anomymous",gueehack
tue jun 02 17:25:50 +0000 2020, rt anonymus anonymous anonymousisback anonymousfrance donaldtrump il est tellement dans la merde,"anonymus,anonymous,anonymousisback,anonymousfrance,donaldtrump",sacharouet
tue jun 02 17:25:55 +0000 2020, rt el video que no quieren que veas anonymous anonymousisback educacion donaldtrump pizzagate,"anonymous,anonymousisback,educacion,donaldtrump,pizzagate",ocultosmx
tue jun 02 17:25:55 +0000 2020, rt trumpresignnow resignnowtrump biden2020,"trumpresignnow,resignnowtrump,biden2020","tonycenteio,funder"
tue jun 02 17:25:55 +0000 2020, rt donaldtrump farright fascisttrump usriots🇺🇸,"donaldtrump,farright,fascisttrump,usriots","dwpscumbags,realdonaldtrump,kilmeade,foxandfriends"
tue jun 02 17:25:59 +0000 2020, rt us president donaldtrump extended invitation india part next g 7 summit held united…,"donaldtrump,india",indiatvnews
tue jun 02 17:26:00 +0000 2020, como un país puede tener un presidente como donaldtrump misogino pederasta racista etc una cochinada de persona,donaldtrump,
tue jun 02 17:26:04 +0000 2020, aquí lo llamamos cagón! trumpdictatorship trumpgenocide trumppedofilo,"trumpdictatorship,trumpgenocide,trumppedofilo","realdonaldtrump,magnateusa"
tue jun 02 17:26:12 +0000 2020, rt rt this please anonymous anonymus antifaterrorist donaldtrump georgefloyd whitehouse,"anonymous,anonymus,antifaterrorist,donaldtrump,georgefloyd,whitehouse",anonnotices2020
tue jun 02 17:26:12 +0000 2020, rt rt this please anonymous anonymus antifaterrorist donaldtrump georgefloyd whitehouse,"anonymous,anonymus,antifaterrorist,donaldtrump,georgefloyd,whitehouse",anonnotices2020
