Tweets,hash,Score
 maga policefamily armedforcesday nra secondamendment debutysherrif kag bluelinesstrong…,"maga,policefamily,armedforcesday,nra,secondamendment,debutysherrif,kag,bluelinesstrong",0
 riotsarenotprotests maga trump2020landslide,"riotsarenotprotests,maga,trump2020landslide",0
 maga maga2020 blueline bluelivesmatter alllivesmatter womenfortrump trump2020 kag kag2020 blueline…,"maga,maga2020,blueline,bluelivesmatter,alllivesmatter,womenfortrump,trump2020,kag,kag2020,blueline",0
 maga bluelivesmatter alllivesmatter calminkirkland i dislike y’all folks stream fancam,"maga,bluelivesmatter,alllivesmatter,calminkirkland",-1
 aided abetted joe youaintblack biden😂,youaintblack,-1
 nyc ruins 😭😭😭 devastating wwg1wga maga kag trump2020 q qanon thestormhasarrived qpatriot maga2020…,"wwg1wga,maga,kag,trump2020,q,qanon,thestormhasarrived,qpatriot,maga2020",-1
 marco can you explain yourself and be specific please maga redrising,"maga,redrising",1
 rt told y’all racism is not born it’s taught 😓😓 just imagine!! georgefloyd wizkid trump blacklivesmatter abuja akure…,"georgefloyd,wizkid,trump,blacklivesmatter",-1
 trump gop maga election2020 voteblue2020 rememberinnovember,"trump,gop,maga,election2020,voteblue2020,rememberinnovember",0
 rt maga,maga,0
 rt lots good face shots should make easier prosecutions had enough yet maga tcot kag,"maga,tcot,kag",1
 rt today president trump sign executive order religious freedom maga,maga,1
 kag maga these people not likely kneel mob,"kag,maga,mob",0
 rt former blacklivesmatter ferguson organizer chaziel sunz message america your played antifaterrori…,blacklivesmatter,-1
 rt would shame folks “blacked out” maga trump2020 alllivesmatter hashtags posts related black l…,"maga,trump2020,alllivesmatter",-1
 it’s time!!!! maga bluelivesmatter alllivesmatter,"maga,bluelivesmatter,alllivesmatter",0
 rt he didnt do anything they were peacefully protesting wtf blacklivesmatter trumpdictatorship,"blacklivesmatter,trumpdictatorship",-1
 rt vondinkis maga standfortheflag finalversion 🇺🇸 i roll one brand only u s flag just do it i al…,"maga,standfortheflag,finalversion",0
 you pathetic amp vile human being! youaintblack,youaintblack,-1
 diciccio held 30 days smallpox blankets kick lol maga americafirst we…,"maga,americafirst",1
 rt you know not justice georgefloyd brother calls violent protest stop maga 🔁retweet ➡️l…,"georgefloyd,maga",-1
 rt he didnt do anything they were peacefully protesting wtf blacklivesmatter trumpdictatorship,"blacklivesmatter,trumpdictatorship",-1
 maga,maga,0
 maga policefamily armedforcesday nra secondamendment debutysherrif kag bluelinesstrong…,"maga,policefamily,armedforcesday,nra,secondamendment,debutysherrif,kag,bluelinesstrong",0
 rt would shame folks “blacked out” maga trump2020 alllivesmatter hashtags posts related black l…,"maga,trump2020,alllivesmatter",-1
 🆙 i assure maga the best thing capitalism feasibly evident due aliens sad 🐅 💘 🔵 ↔ 5⃣ 💆 🏃 🏦 🐫 4⃣ 🏥 ↘,maga,1
 maga,maga,0
 find pieces shit prosecute attempted murder enough is enough fuckingfedup maga…,"fuckingfedup,maga",-1
 maga policefamily armedforcesday nra secondamendment debutysherrif kag bluelinesstrong…,"maga,policefamily,armedforcesday,nra,secondamendment,debutysherrif,kag,bluelinesstrong",0
 creepy uncle joe works crossword puzzles completes never looking up maga wwg1wga,"maga,wwg1wga",0
 maga maga2020 silentmajority,"maga,maga2020,silentmajority",0
 rt tomorrow's cartoon trump racism georgefloyd icantbreathe blacklivesmatter trumpbible …,"trump,racism,georgefloyd,icantbreathe,blacklivesmatter,trumpbible",-1
 trump2020 alllivesmatter womenfortrump maga keepamericagreat bluelivesmatter buildthewall kag…,"trump2020,alllivesmatter,womenfortrump,maga,keepamericagreat,bluelivesmatter,buildthewall,kag",0
 rt think free bro help me spread this message!!! must watch important celebritychallange retweet maga …,"celebritychallange,maga",1
 all bigots finally shedding faux skins! they ready maga mawa…,"maga,mawa",1
 maga policefamily armedforcesday nra secondamendment debutysherrif kag bluelinesstrong…,"maga,policefamily,armedforcesday,nra,secondamendment,debutysherrif,kag,bluelinesstrong",0
 maga trump2020 liberalismisamentaldisease,"maga,trump2020,liberalismisamentaldisease",0
 rt use hashtags spam algorithm occupy space maga maga2020 bluelivesmatter alllivesmatter women…,"maga,maga2020,bluelivesmatter,alllivesmatter",-1
 rt told y’all racism is not born it’s taught 😓😓 just imagine!! georgefloyd wizkid trump blacklivesmatter abuja akure…,"georgefloyd,wizkid,trump,blacklivesmatter",-1
 rt he didnt do anything they were peacefully protesting wtf blacklivesmatter trumpdictatorship,"blacklivesmatter,trumpdictatorship",-1
 rt silentmajority maga wwg1wga,"silentmajority,maga,wwg1wga",0
 rt 🤬 ¡a la mierda el estado policial! 🤬 trump vas pagar blacklivesmatter anonymous georgefloydwasmurdered https …,"trump,blacklivesmatter,anonymous,georgefloydwasmurdered",-1
 pink has attend people won’t forgive racist youaintblack comment made two weeks ago,youaintblack,-1
 rt this child someone's little girl 😭 blacklivesmatter trumpdictatorship racialequality,"blacklivesmatter,trumpdictatorship,racialequality",-1
 rt remember trump bible photo op maga folk swear wasn't photo op to agents forcibly removed priest amp …,maga,-1
 not propaganda network joke! maga,maga,-1
 rt would shame folks “blacked out” maga trump2020 alllivesmatter hashtags posts related black l…,"maga,trump2020,alllivesmatter",-1
 maga policefamily armedforcesday nra secondamendment debutysherrif kag bluelinesstrong…,"maga,policefamily,armedforcesday,nra,secondamendment,debutysherrif,kag,bluelinesstrong",0
 black lives matter! fuck white supremacy allllivesmatter bluelivesmatter maga maga2020 womenfortrump…,"allllivesmatter,bluelivesmatter,maga,maga2020,womenfortrump",-1
 rt 🤬 ¡a la mierda el estado policial! 🤬 trump vas pagar blacklivesmatter anonymous georgefloydwasmurdered https …,"trump,blacklivesmatter,anonymous,georgefloydwasmurdered",-1
 rt 07 this photo go round world 😭😭 americaortrump dictatortrump blacklivesmatter trump,"americaortrump,dictatortrump,blacklivesmatter,trump",-1
 trabajo de melissahildebert trumpdictatorship blacklivesmatter americaortrump antifa,"melissahildebert,trumpdictatorship,blacklivesmatter,americaortrump,antifa",-1
 rt maga,maga,0
 rt please don't retweet we would not want maga evangelicals see yet total…,maga,1
 this today’s gop cowards trump gop maga election2020 voteblue2020…,"trump,gop,maga,election2020,voteblue2020",0
 strengththroughpeace maga peace please call peace tweets you powe…,"strengththroughpeace,maga",1
 maga policefamily armedforcesday nra secondamendment debutysherrif kag bluelinesstrong…,"maga,policefamily,armedforcesday,nra,secondamendment,debutysherrif,kag,bluelinesstrong",0
 just saw tweet saying use maga similar trump hashtags block trump propaganda therefore si…,maga,-1
 rt 14 million documents 38 sources q qanon wwg1wga mega maga qnn qarmy 8kun qrese…,"q,qanon,wwg1wga,mega,maga,qnn,qarmy,8kun",0
 oh officer i've accidentally dropped uwus maga bluelivesmatter womenfortrump trump2020 kag…,"maga,bluelivesmatter,womenfortrump,trump2020,kag",-1
 rt silentmajority maga wwg1wga,"silentmajority,maga,wwg1wga",0
 rt today president trump sign executive order religious freedom maga,maga,1
 maga trump2020 whitelivesmattertoo,"maga,trump2020,whitelivesmattertoo",0
 blacklivesmatter alllivesmatter lies plain simple emory university atlanta georgia …,"blacklivesmatter,alllivesmatter,lies,emory,university,atlanta,georgia",-1
 trump gop maga election2020 voteblue2020 rememberinnovember,"trump,gop,maga,election2020,voteblue2020,rememberinnovember",0
 all lives don't matter until black lives matter too period!!! maga maga2020 alllivesmatter trump2020 oklahoma…,"maga,maga2020,alllivesmatter,trump2020,oklahoma",-1
 end street executions civilians us maga,maga,0
 who else agrees 📸@turningpointusa conservative patriotbrief republican patriot thepatriotbrief maga,"conservative,patriotbrief,republican,patriot,thepatriotbrief,maga",1
 where not look accommodation future‼️ chinavirus chinaliedandpeopledied maga deplorables,"chinavirus,chinaliedandpeopledied,maga,deplorables",0
 rt i beleive already know answer sir you reek swamp! wwg1wga maga qanon,"wwg1wga,maga,qanon",-1
 rt is make america great again looks like maga,maga,1
 rt instead tagging blm blackout posts hashtag maga and silence their voices instead,maga,0
 our leader president god willing elected maga,maga,1
 secondamendment lawenforcementfamily communitypolicing bluelivesmatter trump2020 maga hello yet nasty r…,"secondamendment,lawenforcementfamily,communitypolicing,bluelivesmatter,trump2020,maga",-1
 maga policefamily armedforcesday nra secondamendment debutysherrif kag bluelinesstrong…,"maga,policefamily,armedforcesday,nra,secondamendment,debutysherrif,kag,bluelinesstrong",0
 stan anon oppar acab 💗 opfancam blacklivesmatter trumpdictatorship acab,"opfancam,blacklivesmatter,trumpdictatorship,acab",-1
 deepstateexposed maga trump2020landslidevictory,"deepstateexposed,maga,trump2020landslidevictory",0
 rt the maga patriot express 🚂@askmorenorman 1️⃣6️⃣7️⃣ 45…,maga,0
 you dont real arguments dont maga,maga,1
 thesilentmajority maga wwg1wga,"thesilentmajority,maga,wwg1wga",0
 rt he didnt do anything they were peacefully protesting wtf blacklivesmatter trumpdictatorship,"blacklivesmatter,trumpdictatorship",-1
 rt use hashtags like maga and alllivesmatters instead block out their channels instead of our own,"maga,alllivesmatters",-1
 rt the best is yet to come! maga 4moreyears wwg1wga,"maga,4moreyears,wwg1wga",1
 rt this child someone's little girl 😭 blacklivesmatter trumpdictatorship racialequality,"blacklivesmatter,trumpdictatorship,racialequality",-1
 rt he didnt do anything they were peacefully protesting wtf blacklivesmatter trumpdictatorship,"blacklivesmatter,trumpdictatorship",-1
 rt grl mypresident maga kap2020 armyfortrump leadright armyfortrump 🇺🇸🇺🇸🇺🇸,"mypresident,maga,kap2020,armyfortrump,leadright,armyfortrump",0
 rt would shame folks “blacked out” maga trump2020 alllivesmatter hashtags posts related black l…,"maga,trump2020,alllivesmatter",-1
 blacklivesmatter icantbreath,"blacklivesmatter,icantbreath",-1
 we stand 100 with you!!! keep up the amazing wqrk!!! wwg1wga maga unitedwestand…,"wwg1wga,maga,unitedwestand",1
 ways to help blacklivesmatter blackoutday trumpdictatorship,"blacklivesmatter,blackoutday,trumpdictatorship",-1
 maga kag,"maga,kag",0
 rt the best is yet to come! maga 4moreyears wwg1wga,"maga,4moreyears,wwg1wga",1
 do ideal decade tag make america great again maga fakenews,"maga,fakenews",1
 rt he didnt do anything they were peacefully protesting wtf blacklivesmatter trumpdictatorship,"blacklivesmatter,trumpdictatorship",-1
 rt if already posted ◾️ edit delete post amp use 𝗛𝗔𝗦𝗛𝗧𝗔𝗚𝗦 maga trump2020 trumpsuppo…,"maga,trump2020",0
 thinblueline alllivesmatters maga,"thinblueline,alllivesmatters,maga",0
 amen 💯 conservative republican maga maga2020 trumpsupporter,"conservative,republican,maga,maga2020,trumpsupporter",0
 rt he didnt do anything they were peacefully protesting wtf blacklivesmatter trumpdictatorship,"blacklivesmatter,trumpdictatorship",-1
 rt stan anonymous 😴🔥 blacklivesmatter icantbreathe georgefloyd trumpdictatorship,"blacklivesmatter,icantbreathe,georgefloyd,trumpdictatorship",-1
 💱 maga the media's slanted view child poverty last decade example lack jobs growth…,maga,-1
 blacklivesmatter trumpdictatorship,"blacklivesmatter,trumpdictatorship",-1
 trumpout2020 blacklivesmatter,"trumpout2020,blacklivesmatter",-1
 rt would shame folks “blacked out” maga trump2020 alllivesmatter hashtags posts related black l…,"maga,trump2020,alllivesmatter",-1
 rt the best is yet to come! maga 4moreyears wwg1wga,"maga,4moreyears,wwg1wga",1
 biden vows heal us racial wounds slams trump divisive sharjah24,"biden,us,trump,sharjah24",0
 y’all suck maga bluelivesmatter alllivesmatter,"maga,bluelivesmatter,alllivesmatter",-1
 rt j'entends sur lci que selon le dernier sondage le candidat démocrate joebiden dépasserait donaldtrump de 10 points 53 …,"lci,joebiden,donaldtrump",0
 22 maga,maga,0
 rt próximamente el pueblo norteamericano tendrá que elegir uno de los dos sádicos trump joebiden esa es la democracia de e…,"trump,joebiden",0
 yes! alllivesmatter weareone trump2020 maga q qanons wearethenewsnow,"alllivesmatter,weareone,trump2020,maga,q,qanons,wearethenewsnow",1
 rt maga,maga,0
 rt en medio de disturbios joebiden acusa trump de solo importarle su reelección,"joebiden,trump",0
 calminkirkland maga bluelivesmatter,"calminkirkland,maga,bluelivesmatter",0
 rt need maga innovation not obamagate destruction 🇺🇸 united states,"maga,obamagate",1
 maga trump2020 trump nra serveandprotect armedforces bluelivesmatter kag kag2020 blueline…,"maga,trump2020,trump,nra,serveandprotect,armedforces,bluelivesmatter,kag,kag2020,blueline",0
 uninstall maga,maga,0
 bend knee bitch bend fukin knee no pandering folks pathetic pedo maga…,maga,-1
 rt he didnt do anything they were peacefully protesting wtf blacklivesmatter trumpdictatorship,"blacklivesmatter,trumpdictatorship",-1
 trump 2020! thank strong leadership! alexander ii yamani trump2020 maga…,"alexander_ii,yamani,trump2020,maga",1
 maga policefamily armedforcesday nra secondamendment debutysherrif kag bluelinesstrong…,"maga,policefamily,armedforcesday,nra,secondamendment,debutysherrif,kag,bluelinesstrong",0
 rt trumpdictatorship kag maga,"trumpdictatorship,kag,maga",0
 rt in god we trust my president and the united states military patriot wwg1wga maga kag,"patriot,wwg1wga,maga,kag",1
 maga policefamily armedforcesday nra secondamendment debutysherrif kag bluelinesstrong…,"maga,policefamily,armedforcesday,nra,secondamendment,debutysherrif,kag,bluelinesstrong",0
 maga trump bluelivesmatter alllivesmatter dcpolice,"maga,trump,bluelivesmatter,alllivesmatter,dcpolice",0
 blacklivesmatter anonymousvsconvoy anonymuos black lives matter trumpdictatorship trumpout2020 2020protests…,"blacklivesmatter,anonymousvsconvoy,anonymuos,black_lives_matter,trumpdictatorship,trumpout2020,2020protests",-1
 rt próximamente el pueblo norteamericano tendrá que elegir uno de los dos sádicos trump joebiden esa es la democracia de e…,"trump,joebiden",0
 armedforces serveandprotect maga policefamily armedforcesday nra secondamendment debutysherrif kag…,"armedforces,serveandprotect,maga,policefamily,armedforcesday,nra,secondamendment,debutysherrif,kag",0
