words,sentiment_coeff
en,-1.59230010137284
hebben,-1.3126525114648042
hun,-1.1641472946141855
gojoe2020,1.8169937364245263
ridinwithbiden,1.5762003163316112
imagine,3.274143125587313
taking_knee,2.5415768766427123
seen,2.468530162832093
difference,1.5743298377530006
great,1.670218943452186
intelligent,1.1987759835149112
caring,1.5814098621928436
effective,1.8993492919742831
leader,2.5502547068020958
makes,2.821759118299999
wi,1.0909853088737542
wow,1.8684359200072944
maybe,3.5648253857338537
brilliant,3.902898585789703
help_us,3.2298888256482865
towards,1.8152177244360341
anti_racism,2.4668577829478453
thanks,2.8034780428579933
sharing,2.805299969846737
come,2.486340648642129
lately,2.8856628990462774
act,2.5844104168122066
coon,3.0362586010820087
mom,3.33797797619455
real,1.7253515077987227
events,3.1043031842218918
happening,3.2256302732250663
inside,2.978965388943578
saving,2.904779737708506
fuck,1.1442272433681326
blacklivesmattter,-1.5119101955450502
polis,-1.863063282712903
germany,1.2199471508520274
demonstration,1.5249914606462611
4,-1.1527046937166883
year_old,1.391658714902855
girl,1.7492166551786732
attack,1.7586452988736134
still,2.375856974930128
appears,2.270726984682969
used,2.406750665791989
knife,2.2991224748486365
trying,2.4280500479484974
big,1.9448941143380212
fan,-1.053324938068326
keep,2.2242112720959857
coming,3.0549547216350663
need,2.293120163272975
badly,2.646424077347033
gets,2.9359595248130663
si,-1.79195129001359
education,-1.2045850190314547
fait,-1.5140805959538837
son,-1.6507556926673366
cette,-1.6012213244811522
offended,2.9401931518172337
also,1.926449268371717
talking,3.111742237360843
like,1.6795488325437435
crazy,3.522533739155695
look,2.8136339043669145
guys,1.9525850663769055
gonna,2.7236521942055045
side,2.7713369368090994
nazis,1.2830725643227145
standing,2.613482712989928
next,1.8480133293886902
lady,-1.450491211888713
cops,1.5191355169537817
vs,-1.3806557878106733
orlando,-1.6141447375306954
13,-1.0725451683602234
killed,1.801610050980887
0,1.1944199437650707
16,1.5434559472691736
c,-1.3120720503700205
idiot,2.875757547300296
ignoring,2.9356344831641357
videos,-1.4126414186280711
blm_thugs,2.53015046302352
attacking,2.089336566167391
protesters,1.5914290957785389
1,-1.2552546648801837
even,2.4704223394902156
left,2.5278351299804305
fucking,2.617999460778406
w/,3.1264495209510756
hard,2.928728779740119
beat,3.6109209255986383
backtheblue,1.232511150292279
yes,2.850426635004437
small,3.0004607415032742
minority,3.091314452009371
thugs,1.465433478891896
nothing,2.597078951208633
comes,2.713283723460125
anywhere,2.2506273870487328
th,2.6214541395708757
hello,1.3365852234795683
sir,2.1326720818357416
cars,2.34914693067646
fine,1.499286186876739
dear,3.1547187202438574
world,2.3341497322152884
silence,-1.2887873538793628
end,2.8043150736429565
war,1.4024480324145419
crimes,2.658621023839098
usa,-1.3003026530945867
aqui,-1.9244376030967765
blancos,-1.9164611788475907
que,-2.0006079926435496
hell,3.011106518003222
felt,1.9961922624138133
black_people,2.2580480728482044
hey,2.5975892577702218
ashton,2.048063965916412
lives_matter,1.0740185243273468
proud,3.175502841605943
brothers,2.651529321467453
sisters,2.2479785269715196
rise,3.073752431777178
justice,1.137017668989482
cuando,-1.9101729102626903
los,-1.8651751067058027
les,-1.6373557566828987
hay,-1.712009927338566
quien,-1.9056213900816488
friend,2.830593256952757
funeral,1.9584619093718756
lost,3.0864957278167355
speech,1.3492791225824894
p,-1.2304855262418197
maine,2.4166204233346873
throat,2.3666921992514447
news,2.1368352917145588
londonriots,1.1910856649220718
w_terrence,2.6899082151828355
er,-1.1792883401759786
give,2.92986677576566
miss,3.560396338429048
much,2.8528198917564884
scottpresle,2.134492966134669
das,-1.3732455833476154
dass,-1.3064367883183792
wir,-1.4131515220579753
sind,-1.3666162092009952
und,-1.2875397442742025
nicht,-1.3589559271081877
werden,-1.399543601944131
calls,3.2546115105669666
ni,-1.6702242527708657
pick,2.7165637886404217
thug,2.8694186945662374
english,3.6891640018808003
led,3.1380537663685986
seanhannity,-1.1117731521880705
three,2.6697612571671345
times,2.660426403450502
body,2.8412621552144492
shows,2.914907217529936
dumbass,2.3212586509840776
going,2.815704244051168
move,2.55712877644034
violence,1.4341207009543167
ground,2.371473120693943
job,2.5622743682586715
done,2.854677856028765
poli,-1.5445636722122964
het,-1.3061900663339996
geen,-1.3779662501025645
land,-1.042841366367899
stop,2.105599944309414
de,-1.8185648848577165
nacional,-1.7729999382759065
describe,-1.4179382456517642
donaldtrump,-1.2595723521806064
solo,-1.8677740458302976
le,-1.6177457608239851
ser,-1.7257940810355097
wanted,3.1109104026736576
truly,3.2112811466329267
beautiful,3.2975821558817016
car,-1.2607933749113136
show,1.9699863863132643
picture,3.2171806875319224
example,3.4554926954272718
true,2.738868691166055
ignorance,3.0363640760885993
probably,3.1433242307299625
didn_even,2.594631196104597
high,2.6061908031654664
school,2.917679638363762
maga,-1.00680808295716
protests,1.288130215978532
bidenharris2020,1.525571423950859
babies,1.6984523552862405
murdering,2.4773754055183868
bear,2.16621622318082
healthcare,2.757427914841149
women,1.7646189418051677
low,2.4702573432785386
biden,1.147906120961405
obama,-1.255598330144222
showed,1.91108753873885
kkk,1.7781509858002615
stands,3.4736094044687156
passed,2.622192887162023
remember,2.9360715526792185
well_said,2.9673190755975414
always,2.4549308493651427
literally,2.9217913830296975
anyone,3.1312315417415233
talks,2.884368173903248
front,2.326611561309031
go,2.3062069433510857
outside,2.3509086497694414
south,-1.1727298929719672
realcandaceo,1.8612025524357123
new,2.0067001042195574
deal,2.620436758443216
wish,3.88858585661739
run,2.837067068507213
political,2.921956969894079
office,1.8436757018560062
racism_amp,1.579113878306644
real_president,2.2240991062563396
pandemic,2.8260804077535213
virus,1.3709576633809764
wethepeople,-1.2922128020315748
coronavirus,-1.4115251217519316
shout,2.327142007588918
project,1.668870102720088
podcast,1.4261940955587473
fro,1.9696966535027352
recent,2.4466432505148825
facts,2.5550463292806573
haven,3.662265903675176
ch,2.163512256753404
since,2.7010738849571543
leaders,2.7055158387516176
rather,2.6202970335905733
angry,2.743415768728576
known,2.352491772293852
martin,-1.511719588631444
75,-1.6587615404072171
two,2.187108343629428
lo_que,-1.9070750310837314
pedophile,-1.3663641880414736
14,-1.1428890405926364
excellent,1.707242583841029
riots,1.6383816357706729
george_floyd,-1.2745239315690002
explains,-1.7698229743115768
ty,2.698051666728906
official,2.489368223466931
vi,-1.9235896218841724
sh,1.9477222704234562
ms,-1.3158353984555935
vous,-1.564522748253407
par,-1.5201714179145482
uns,-1.3427097883704302
justicepouradama,-1.551963644181359
glennkirschner2,1.4258080035571499
patriots,1.1601510927575285
want_see,-1.0087615709932236
nobody,3.0844579757207664
2a,1.4922864572925898
guns,2.4334126652473467
islam,1.9930852278668125
campaign,2.6052930263468164
american,3.442460112520738
step,3.302946904774973
hope,2.9915211522818166
democracy,3.079777706758237
puppet,2.470646997285315
bail,3.269241557332957
nor,1.2215772886696805
thi,3.0804070677223505
please,1.8319119040604561
shelter,1.4794140978750334
april,1.95000755500393
2019,-1.1935203729514539
recently,2.3340862117984
fault,2.225210787575736
forever,2.4690667568156943
seattle,-1.268156017366531
clearly,2.7217316200663664
racial_justice,2.675083828646776
chazseattle,3.2076894261955893
f,1.239698250600771
potus,1.443466958480613
represents,3.2838970917760006
let,2.035053858199794
not_gonna,-1.3406765779476975
shag_mate,-1.4776144697997171
future,2.229735250221878
broadway,-1.0796828183133862
round,1.9784682818730301
ones,2.7724339450761954
best,2.6254024594407017
ever,2.2535746329420996
blocking,2.462817952116363
care,2.7607723022095683
long,2.5282602417536326
word,2.024153854868538
metpoliceuk,3.271811266112907
crime,1.8580133013445683
mark_zuckerberg,-1.3401650296384129
become,2.5060606984851086
susan_collins,1.4698952927811073
someone,2.8768865801196513
middle,2.501748846198889
kentucky,1.5158344664699486
senate,2.490561972412048
election2020,1.6146738852999445
cheap,2.5575477045659705
suit,3.053919521446254
pose,1.7439247996061231
w,0.9948030196189771
correct,2.884250827039416
awesome,1.4709221329862456
blackvoicesfortrump,1.616130619970905
british,1.9870920722985825
radical_left,2.8208078546761812
manifestation,-1.5035657298087473
par_la,-1.7721827283723512
paris,-1.2793704961953507
dit,-1.3662925200150586
un,-1.767454719037419
polic,1.2361129960424904
please_help,1.919706686652969
saw,3.109361913120872
similar,1.845546398746059
lads,2.234993297878865
defend,1.2540801925018095
britain,2.070656412811984
capital,2.18801909359602
following,2.9181710367753455
antifa,-1.1672260139178607
please_retweet,2.6488926459566735
make,2.889951181557529
nigel_farage,2.372487347480217
basement,2.2364655093861483
door,-1.051524489157265
fear,3.065697123525676
excuse,2.368253626358832
blacklivesmatteruk,1.3350454399276186
hijacked,2.1353457245428094
extreme,-1.1479098803666195
violent,1.7556742556443412
types,3.152084186151399
destruction,3.087533348826577
uk,1.518795133803057
growing,2.1046209565047223
named,1.412744680289173
mr,1.473037826155695
didn,2.5628368715288605
goal,2.673643945878664
kind,2.9639718479523802
enough,2.9520724869070563
qanon_wwg1wga,-1.2397647454695833
bloody,2.601606727255928
german,1.2193259826318494
family,2.519793932246434
child,2.891741188876368
apologize,2.819935980821744
brother,3.3131193125094134
moving,1.2783023378849476
ave,-1.1033998049395004
voters,2.7491632052216097
take_back,1.672747742908867
game,3.552686837598722
ugly,2.525255390371224
fascist,1.4088878507860871
registered,2.1029158648507407
bring,2.7828816864730475
post,-1.5670442392372776
list,2.8536916007216875
police_violence,1.6338497120537645
uncle,3.6037571435793794
nonce,3.18722040365526
turned,2.606628576101591
point,1.239928721701169
een,-1.2907397423698186
foto,-1.8192896091724253
dan,-1.349881676918371
1000,-1.1670768731467835
alllivesmatter_londonprotests,-1.1435865958348197
check,1.2537159808118057
pray,1.500446101673907
policebrutality,-1.4565290404339268
course,2.6590061353597156
ally,2.1659978970159264
fail,-1.6303125530798526
distance,2.2308572728300575
could,2.902992620353082
kpop,-1.3027661159754789
worst,3.3897235878842986
music,2.9638031480817233
fans,-1.4262923580352243
stupid,2.786860283597124
join,2.1081091554946947
veteran,2.49624933389774
cenotaph,2.322469321292891
veterans,1.7000985106134006
churchillstatue,1.195464476512174
churchill,-1.1858716063973371
gop,1.5277559920054553
keeping,2.704663719248768
bunkerboytrump,1.1336775347463617
happy,2.7305637594800727
j,-1.3740997132148811
realdonaldtrum,1.2217594254128434
la,-1.7025629889776757
think,2.46426818113896
harm,3.236144315687593
creating,2.240822071196695
divide,2.760118024143997
normal,1.3556492127512056
okay,1.6210987559778214
seriously,2.986898448926759
comedy,1.7390128566156418
fantastic,4.021308729546027
supporting,2.6758676875781755
v,-1.2469375375496152
views,3.8076546069010204
context,2.386036810840801
one,3.2124863650920865
winston_churchill,1.4217224183874198
understand,2.8791595312630913
core,2.4199152432747364
hold,2.844741285861526
8,1.4653255190489336
special,1.7826126879232582
white_people,2.3727478448401884
scary,3.4132193542143567
blood,2.0548507184999827
make_sure,3.174744703173902
human,1.8179321297825979
david,-1.7928457397523498
life,2.352973609458489
ask,2.9407048158012725
peace,1.5231713923934453
streets,2.681882866125474
across,2.4668553912756894
americans,2.468523353203405
footage,2.4484709435358916
forward,3.540296946512981
links,1.4400192145644508
tr,-1.4340305269175206
ne,-1.2320328322690939
west,1.2469374691105006
st,1.0351018851644964
heading,1.1876405959181642
north,1.2103934420238163
currently,2.247659340829691
march,1.4548338250044348
peacefully,2.5910176387472226
marched,1.886811088874085
friday,1.4852319302466575
park,1.2546570539281854
amen,1.8755912806892336
mine,2.8228461000936864
nel,-1.7405445796648937
irony,1.6435513613590638
repeat,1.517607121246841
short,3.524806820337326
agree,3.081708124938305
girls,2.4237823322198344
forgotten,3.039583404870828
pe,-1.4567186265073713
yet_another,3.033732177681804
murder,1.389099563927767
sa,-1.3681280772936348
clear,2.9798368155517
radical,1.5012045327374934
liberals,3.0167477600817527
anything,2.598251658129259
cheat,2.8411230460822985
steal,2.6985371239550258
looks_like,3.280348727136502
maga_kag,-1.1052476045761799
msm,1.749205082075779
skynew,1.4267035376234085
happened,3.040292460801466
alllivesmatter_whitelivesmatter,1.3416351006543004
mind,2.7293578011055044
damn,2.6547275801045713
learn,2.884534143662512
takes,2.808861991076753
wait,2.284226502386354
county,3.7486627794324496
app,2.704366949239035
phone,1.83445040123449
diversity,1.5253777916198334
reform,2.3826950043746487
g,1.3244849555336453
controlled,2.1559629110283467
conversation,3.367118697288159
far_left,1.6664837748963413
mob,2.3195169918494503
approve,2.3863618686222856
station,1.334476389266438
reading,3.5175994114447433
tom,2.363435707793636
bbc,1.3732895103614673
protecting,2.041615324076934
statue,-1.1708178547715828
defundthebbc,1.9634909959006306
definitely_not,3.5290960665860056
su,-1.4519771574755558
shit,3.246432426356225
john,-1.5756342486205466
loot,2.406239085470349
policy,2.8743988010052965
protect,2.3040366306172393
min,-1.1118943344852343
brooklyn,-1.1089376192910292
last_weekend,2.1261093351946663
depends,2.572768869000124
save,3.2801074248860425
q,-1.2064612641857857
qanons,-1.2257266678420229
savethechildren,-1.2565073414593915
pedogate,-1.502000100032202
sad,2.9360003956243244
time,2.640648971099017
overcome,2.0247202315479758
one_day,3.3560741618339094
closer,2.2460401991811265
election,2.3022226699205413
walkawayfromdemocrats,1.2764025480558612
bc,2.3401634846550126
gone,4.029505785623603
insane,3.822690865622633
evil,2.2749274054956903
saying,2.7097124818720735
hypocrite,1.11038498553667
des,-1.4533176446326153
qui,-1.4903556517559406
faire,-1.5663742746235358
sur_la,-1.604926225355504
pour,-1.490964797067865
ass,2.4120558105337007
period,2.136334595748915
minneapolis,-1.6419899342561106
mn,-1.296448655932195
reporter,1.9647813120916198
claims,2.8033583982331036
journalists,2.474128251490313
problem,2.853483032666648
day,2.394419920368655
taking,2.2241807995114655
steps,2.456908114641039
destroy_america,3.5559540400207674
agreed,2.408143388209043
sickening,3.0133122020256287
system,2.694388123774694
local,2.414463381179982
jack,3.6108738322819143
chicago,1.4582082986865892
60,1.847298699352134
years,1.9816057191871028
18,-1.3529485086658901
sean,-1.5598669336034077
100,2.909215745469762
terrorists,2.9449405924022125
votebluetosaveamerica2020,1.1867453585110923
mixed,1.9013617924179618
protest_today,1.9328519904203274
turns,2.2472712753679467
know,2.329945267362796
dumb,2.829814239197656
sound,3.8879616593436235
creepy,1.6536940738461645
despicable,2.7955303255459913
morning,2.8307370640186935
justify,2.481954518710845
humans,1.453650909939732
ar,-1.2896130363294376
em,-1.7040273206519077
chaz,1.4062560012877876
seattleautonomouszone,-1.6659930538217007
breaking,-1.1242432395804267
china,-1.1176536320298471
france,-1.1559904491094612
russia,1.1522586688812275
ad,-1.4998948873160864
satan,1.7683483189675588
jeff,1.8154196179458157
sessions,2.1621551629287072
take,2.6029386093616385
rest,2.5454042309552505
mentioned,3.673646745929952
fashion,2.9327210142247395
absolute,2.369027365936316
fit,3.4577231123668404
november,1.6607410757377525
running,3.3917786280517843
leaving,3.071805567488297
white_house,2.4530177596648675
trumpout2020,-1.2767220826478918
chai_bie,-1.336396954397658
demo,-1.1228557841140354
ri_ben,-1.3058662345621734
mi,-1.5392356336949486
ran,1.1438335306947578
ti,-1.4559906957603197
youth,2.584094111247568
wit,2.824719809743846
decision,-1.2820968496913114
created,2.640720752392208
perfect,3.6528728163116617
moment,1.8932008769629802
blm_antifa,2.4740946530342494
deepstate,-1.3500890280868483
georgefloyd_georgefloydprotests,-1.9787172278333864
animal,2.2228876429783773
breathe,1.4810104592961228
decide,2.9577653871138807
house,3.148182919281618
londres,-1.757962743390808
policia,-1.8422246100837172
con_los,-1.940509829494656
begin,1.2126503007947662
remind,3.806115096915705
crime_bill,2.615783178795807
bag,2.8986571353422175
extra,3.251727399044345
pic,1.765639681206886
international,-1.4114554346687893
rn,-1.5088731330559473
e,-1.425455668013937
dollar,3.585354507411635
late,2.6172357684814855
report,2.08387975661386
breonna_taylor,2.501430070233344
came,2.710203520040405
blank,-1.0927900026180155
georgefloydprotest,-1.683464721248229
reason,2.657074064978212
sell,2.878147043483103
soul,2.508125684038788
got,2.8915202345846596
asian,1.9336949186470638
term,2.8064419010547645
one_race,2.160111955022551
others,3.000982639603196
sin,-1.5994404944109162
luego,-1.9706148676657624
wondering,4.057078599731823
7,-1.0820896816296925
25,-1.2959694452732304
shall,1.334414806025812
speak,2.285596937576044
words,2.4248873662350476
wear,2.222690933410271
respect,1.5296457523545228
integrity,2.8802745611527905
racial,-1.27757029326728
issue,3.14958623465174
leftists,2.7789854194794255
kan,-1.3161380776082017
wel,-1.228136357119631
maar,-1.2863672471424226
zijn,-1.2798705436207392
skynews,1.701670642035947
finest,2.4167065800475305
blacklives,-1.416344586907396
ex,-1.2630817229590072
gives,2.5999012103102617
ht,-1.4375402921075
votebluetoendthisnightmare,-1.248890706024346
biden2020landslide,1.2644449795825141
ridiculous,3.7140896221696384
stay_safe,2.5193751916717853
log,-1.2298731266195522
facebook,-1.3985629819828518
alllivesmatter_hashtag,-1.2155425283881818
reactie_op,-1.2578132073110129
blacklivesmatter_waarmee,-1.2316275257900917
je_impliceert,-1.2396334306578956
dat_de,-1.2367697045221968
problemen_van,-1.240163426253816
rallies,2.3504317787764517
fired,2.4746044898881183
republicans,2.1095895221657868
georgia,2.29775002644858
9,-1.262848601974888
african_americans,1.920347129483508
witnessed,2.993305267746285
male,2.0582801018188492
film,1.8570578627725185
crew,1.7961035135387928
take_knee,1.7053267410959831
afternoon,1.853917477214066
walking,2.3855276597574653
around,2.666329925943456
giving,1.8807197703999399
serious,3.2669069429452264
weekend,1.8865399667245533
unbelievable,2.1395105551537554
embarrassing,3.0365973074555574
11,-1.0690742998328358
00,-1.0816672992385172
12,-1.3462866270163798
whitelivesmatter,-1.4918411194630692
throw,2.340887289109596
piss,2.392359004204349
new_york,-1.1263952097986485
large,3.067782191772555
numbers,3.1481890312200793
box,2.0501545008126216
business,1.6929563274899144
usembassyseoul,2.7897853858946706
judge,3.3266489977731886
ppl,2.795675434972742
character,4.004362678777788
whitelivesmatter_alllivesmatter,1.4571272701072686
sure,2.335292581903477
one_thing,3.3860970637181422
head,1.906100962881452
nation,1.5266025865018358
old,3.3318842075806603
totally,3.334397521639108
independent,1.4459981516628495
although,3.571018887947004
year,1.6782483756996571
platform,2.483856636185383
refuses,2.3871301210987377
terrorism,1.4691909600900452
public,2.069059538495776
2021,2.057802224643088
voteblue2020,1.1580979722244422
dumptrump2020,1.1637469716888449
votebluetosaveamerica_voteouthate,1.5680768715402535
via,-1.578914321436531
51,-1.4171198817417343
states,2.708367437372928
charged,1.9444539974606787
federal,2.4992695572273673
related,2.4349674591880976
3,-1.1580488737146528
part,2.0493874714840175
wtf,2.821926738871946
managed,3.033341815839903
rule,2.457977033430407
acting,3.18508991384068
godwins,-1.0898446045684858
government,2.975652451335473
michael_jackson,-1.7123431557220476
bh,-1.1799958030825102
yn,-1.2411401570398382
parody,2.2631705504126414
dictatortrump,-1.4423414114168962
took,1.9629839303196919
seeing,2.666409920192575
pritipatel,2.564530940028163
shameful,2.405538395928812
condemn,2.8357659350750186
read,2.4125671041070254
boom,1.2496338901662227
bang,-1.154402846764402
winston,2.5894333831312912
auf,-1.3747016523860605
die_usa,-1.379772058110886
einen,-1.247290991715063
una,-1.8244466669104082
en_la,-1.9096820921373494
donde,-1.942286082947226
estan,-1.881250718758704
las,-1.7109718401659584
forcing,2.4451385715032985
players,2.722179913297277
company,2.4227483518875106
donations,2.2694834911941926
democratic,2.674169560956598
wake,1.4962972092332782
except,3.3930022464969225
gr,1.5911825626680216
criminals,2.428792638898119
lock,2.204319900796845
lose,3.0383976191147517
wordt,-1.388486118548471
voor,-1.2625691560847179
noticed,3.7902290485854917
