words,sentiment_coeff
concerned,3.9519069847635575
ratings,2.3530891579595017
waking,3.005558739164311
vot,2.3732858145419273
2020,-1.1725758054750053
unborn,1.8764064452482667
murdered,1.8141089176234562
republican,2.1261041845422866
photo,1.2376456227597112
banderole,-1.5568404548715387
est_un,-1.6652252357332085
tres,-1.6844611425876583
fort,-1.3547369840705552
toutes,-1.5692449443178065
ces,-1.5879632737777325
pas,-1.5202460217546105
duty,3.406447458783053
free,2.60959410205219
dbongino,1.459356869759996
transgender,-1.1774015586858058
community,2.8716877585996867
science,-1.6614633683608742
decency,2.224754987291726
parents,2.9086492224077074
highly,3.4970708978118132
involved,2.4607312401921924
fed,2.3112840786381383
caused,3.0209196955197024
higher,2.246596205324344
economy,1.6331770465580657
http,-1.5721072684082298
fool,2.3306310616178902
nonsense,2.8997068873851335
tell,2.4422461581922668
quit,4.17383284798717
fo,2.5223561259480585
wh,2.7077030572387737
amount,1.8972717272887092
brainwashed,4.362975888092146
turning,4.122061345920728
key,2.4314975900106415
went,2.68764346241522
fin,-1.8275180488189544
better,2.7664837406595324
art,-1.6499812853760005
businesses,4.274112578363022
employees,3.343637392436253
electionday,1.7716178721343019
online,-1.6182143969356078
website,2.4346435021047084
leo,-1.3478106029732335
florida,2.498077088471389
asking,2.9821975520692336
slavery,2.5988614483773276
gopchairwoma,1.624521368083863
pays,-1.4737923214958792
de_l,-1.6258894500586638
autre,-1.6404870372924243
temps,-1.7813439474231247
amazing,3.5623780822089848
broken,2.6903270948915026
unemployment,1.938212107971629
starts,1.6725133844406963
tears,2.560403486030393
million,2.3923372064373707
lives,2.08968883739607
destroyed,3.314492637401811
abortion,3.354920968793421
sanders,1.6904321892475964
early,3.316654292038974
90,1.6072590378011609
beliefs,1.6384450915988826
pretty_much,3.705150177915125
learned,3.4039929474443045
hahaha,1.766682107489237
gotta,2.308066812687703
laugh,3.2526679177534676
swear,2.4067399048901628
target,3.0723497428043633
expect,2.3339086309694315
pay,1.6653485101223517
less,2.3252081323059075
united,2.63484304191405
monuments,1.8235176296347202
welcome,2.699161785081618
home,3.117128093134984
attacked,1.679550337967578
demonstrators,1.238803808691589
central_london,1.4699093020171061
thousands,1.3760318245342684
gathered,1.6550247209231976
despite,2.210083116241589
terroristen,-1.4119069983876746
looks,2.889161278523348
dog,2.9557288713713925
add,1.7240427471074544
students,2.991839979230864
stories,2.637883063520134
wants,2.5986691414289464
young,2.955741044699147
voices,3.3138488625641163
forget,2.426324699422135
epstein,-1.7362956722037683
blmuk,2.4162504477577476
farright,1.7742687734846727
londonprotests,1.2598266446174666
charge,3.039597719432127
gary,1.3245773188498666
cannot,2.1553337675615927
stillgray,2.6862225768711383
praise,3.1037506994785735
lord,2.545314253002345
endracism,-1.7793631251232047
suck,1.4750549078635098
anymore,2.58815039755303
wwg1wgaworldwide,-1.2452249295614242
total,1.5147403055349704
set,3.1173457217986633
photo_op,1.3590007916346567
spent,2.7614729012721595
money,3.0155536346987737
social_distancing,1.7891743477720645
spreading,1.6600783960290206
covid_19,-1.4498596080638904
continue,2.7783641192973807
ik,-1.347017637483723
van,-1.2791317348306952
nu,-1.2535515030148594
nog,-1.308030404352679
racisme,-1.4004709417698302
conservative,1.6324748985167878
specific,4.003901779554424
quand,-1.6021909525251616
tu,-1.8757729771005254
une,-1.5836120756364076
dans,-1.781610461101123
als,-1.3591411961264792
zo,-1.2657756412378964
slaves,3.0488261872992894
president_trump,1.2571351301402287
orange,2.202708125374433
ur,2.522339240983853
x,-1.0852664581004003
sheriff,1.4017099311984873
alm,-1.4643983881600384
tuesday,1.4323142651769578
yea,2.4070348651672706
karen,2.770771537852201
piece_shit,2.172500483658481
hay_que,-2.0583920998687923
desde,-1.8924119799458445
donald_trump,-1.3128747038095807
smart,2.6193148227020444
pathetic,2.5981257920028553
majority,3.921133546452627
organization,2.7576796739295113
bluewave2020,1.7968731531144995
von,-1.2060848496642516
sich,-1.3606145544651806
mit,-1.281210242225992
past,3.103119754909445
lot,2.6986631249299053
rally,1.697093371901196
op,-1.0311435535201152
opened,1.8865200542528808
instead,1.7992734141177669
might,2.791298677601073
macht,-1.3401559318887093
ist,-1.3742035652086175
floyd,-1.417767380876369
rassismus,-1.3117978005838107
yao,-1.3624079691818483
xing,-1.3399254763784445
dr,-1.0188800877560658
esta,-1.7622367856761871
para,-1.8777651605746273
anonymus,-1.7719893276149152
area51,-1.6960158228553166
geor,-1.83536007208452
sorry_but,2.4713511337847467
20,-1.083078116242307
watching,2.210515523839972
dems,2.773376021949917
speeches,3.3059277222622496
street,1.935678146349888
sign,2.545474473816538
innocent,2.4819611365322527
citizens,3.2763690798706264
private,2.7139020283878517
property,2.1011741483250392
dem,1.0350107661878178
mayors,2.5239185823242956
ya,-1.206330987458859
peacefully_protest,3.0735938669510405
rioting,2.6736604355133293
winning,1.8719948604816445
giant,2.6188339789682082
civil,-1.1993839995065017
schon,-1.4002122092782963
wieder,-1.3003796815437831
der,-1.2978730628311352
die,-1.0808116609128764
cop,2.625288121303119
kills,3.1141127220508156
black_man,2.0020526323741055
di,-1.4205858502672153
non,-1.3308801661609524
c_est,-1.5889124030185084
ce,-1.6544673275885757
tous_les,-1.5892575141511125
info,-1.699424896348941
du,-1.4601672134290735
memes,-1.4253749890767808
las_protestas,-1.8579023482312826
estados_unidos,-1.922598498577125
por,-1.9308661857507445
georgeflyod,-1.9066842274398876
algunos,-1.7968654876785863
porque,-1.8441797917740999
muchos,-1.8997833474971608
mas,-1.8852629992027747
tiene,-1.9752755121114594
contra,-1.8134514418880554
soros,-1.81926389480281
bunkerbabytrump,-1.1177174070396605
tear_gas,1.2758218746176435
peaceful_protesters,1.5146063120658326
walk,2.3306496309159908
church,1.2466295892550268
h,-1.1661367557692521
filled,2.0170293573847813
air,1.6512684093872771
water,2.41363538103013
hop,2.910885668078791
einem,-1.4046766027843978
bunker,-1.2083871154631287
im,1.0069395219570665
vor,-1.3201941182760621
aus,-1.2634752759159134
ab,-1.0689224112218918
latest,-1.7926270796599593
nations,3.6475713302374873
fix,2.889878307953387
die_antifa,-1.3702785256101624
sie,-1.2727074795713444
den,-1.363985760164537
que_tu,-1.7984650038802044
il,-1.6422370505186854
n,-1.253263617288349
plus,-1.1274330774137336
ils,-1.7045478756967154
abou,2.84593058949235
bible,1.1958303318265406
position,2.9790155109285585
mike,1.3606408202595341
vp,1.7379500380382884
boss,-1.2905340557354066
yesterday,2.824421764099656
nuestra,-1.9497154255669997
del,-1.8651070664250744
odio,-1.99804691239339
parte,-2.0049008509684816
policias,-1.813849752959656
chile,-1.622880459343822
estas,-1.9485009184694682
hitler,-1.2055086462411193
keeps,3.776157212768688
copy,-1.13726348878882
mein,-1.1979388738998995
kampf,-1.2461964651132877
white_supremacists,2.9444124944129375
goes,3.6145556855759007
days,2.3801840650809587
using,2.2307151837579364
follo,1.9466159738501796
record,2.756897965338511
arrested,2.5251611731868193
sense,2.9044794289424622
anonimous,-1.6602534179797594
anonymous,-1.4883529365807933
many,2.611693032874672
candidate,2.6126341498494776
woman,2.7600781455307213
arrived,2.169163777039706
immediately,2.4667530330273415
started,3.066849643069018
peo,3.630902947396536
everybody,3.3434605088473375
bs,3.4644256302527348
mouth,2.8094866263435923
alle,-1.4313027150149584
wird,-1.2087045852155045
eine,-1.175603695312325
research,1.7691961537093168
ein,-1.3630798089023055
account,1.7487681819351029
bei,-1.2439241981668847
zu,-1.3175500732162277
jr,-1.2554401909618835
wie,-1.3284584688213925
shot,2.0356973871643578
mentally,2.578217530249353
stable,3.1590329011070986
strong,3.727614868666807
100_000,1.2481064538426938
donaldout,-1.9883204433010522
double,1.5776188489408702
secpompeo,1.6597995768467015
iran,-1.2591699020580678
eeuu,-1.9134421547296094
manifestantes,-1.913987321819512
dia,-1.9117783124484873
pero,-1.838160314982523
pasa,-1.9103985436466342
trum,1.2980800833146888
apres,-1.618806167967541
mon,-1.4132631669022786
ai,-1.781497245904801
quel,-1.588325209662818
perche,-1.803307433967206
per,-1.502452229566343
minnesota,-1.6463536293464358
uno,-1.7642244646824115
remain,3.2622581124747807
silent,3.299797739099083
incredible,2.3008411791703223
anonymous_anonymus,-1.4740525079950189
donaldtrump_georgefloyd,-1.6467054923466526
icantbreath,-1.6227346846688457
protests2020,-1.4116595105599576
scottwalke_realdonaldtrump,1.3136786254722745
met,-1.0174285778744467
coward,1.4823743560719378
made,2.863946137913182
justiceforgeorgefloyd,-1.8792783307916048
georgefloydwasmurdered,-2.0311274186913626
please_share,-1.4860660087562148
vote_fo,2.351591214762039
en_un,-1.9394757869811077
casa_blanca,-1.9851436682785268
gran,-1.8287019874447268
nytimes,3.3664500522532737
wear_mask,3.328566359736273
greatest,2.0926941500527327
com,-1.8125206370616844
ukraine,1.600070078632838
letter,2.433884985398149
best_president,2.1666437339209645
courage,1.144743359040138
makeamericagreatagain,-1.266989106777622
auch,-1.2794463048585276
eu,-1.9127667642910735
opdeatheaters,-1.6303443605367762
verdad,-1.9086190932637548
casablanca,-1.815295900961215
anonymuos_donaldtrump,-1.8301130508277728
lol,2.852970880485408
8_years,2.5305696986762367
heal,2.5071965892491086
elect,2.2081354131825828
racis,4.069639575918112
corona,-1.1867264377754274
lui,-1.7787114198254987
pr,-1.0643970651400847
anonymuos_anonymous,-1.8608223946867104
donaldtrump_pizzagate,-1.7701567434510064
secret_service,2.857338626833424
washington,-1.4987022780012313
anarchist,1.9782550518293502
age,2.3249062264324847
ha,-1.4651897497960384
tan,-1.647945522750528
cnn,-1.149557864030304
es,-1.5482373486089271
que_los,-1.8937466675555041
pedofilia,-1.9328308531817973
lo,-1.6317144924620544
funny,3.772551214763268
must_stop,2.1909866422687467
unfortunately,2.911052942910384
americaortrump,-1.3183776369972522
advice,2.561465966358121
possible,1.3033216939322592
subject,2.067959395708953
po,-1.2543202738342885
kids,2.8384143409357385
alone,2.3129017625505983
well,2.759563660791899
rapist,1.3767292277761563
blind,2.6710034286479973
tonight,3.027286371028092
holding,2.549884478827058
bunkerboy,1.1057575750213497
dcblackout,-1.871778715423272
https,-1.46559059989967
sono,-1.8621581157005598
blakelivesmatter,-1.6657691187420567
speaks,1.8878062470522403
acts,2.474213890953632
hombre,-1.8976804104962834
blanco,-1.9579785844457505
tweeted,2.0543533710949733
pizzagateisreal,-1.7809665453873313
ninos,-1.8354279358026082
informacion,-1.9632133364404856
entre,-1.7532659960321109
jeffrey_epstein,-1.644464554499674
contra_el,-1.8819811022503417
presidente,-1.9969639643753578
taylorswift13,1.5879632053971102
final,-1.6663891451072892
estado,-1.91458530619402
esa,-2.024533995592913
esto,-1.8255895298629095
politico,-1.5035073808142314
trumpresignnow,1.129002410618631
anomymous,-1.717301008003181
heute,-1.299676908167777
kamalaharris,1.5506858609136098
leadership,2.063177649425028
pretty_sure,2.4060626581351743
heard,3.103343129905903
invite,-1.220995213681239
india,-1.01923387480389
australia,1.5359124633464776
attend,-1.2395075297132783
g_7,-1.1994844068768016
g7summit,-1.2289927177567879
actually,2.52009621591057
trumpdictatorship,-1.171718389963865
htt,-1.8253877352628722
via_youtube,1.8682904210332127
according,3.3359778586628406
illegal,1.5417671416856074
u_military,2.486659273796378
within,2.9990854015933763
purpose,2.237374309216404
houston,-1.6685086679887047
tegen,-1.376093356622554
te,-1.5663188707653448
nazi,1.5399747526583454
brown,1.6836852842572023
far,2.596377579498931
worse,3.010881677119265
presidenttrump,-1.1638944336054489
ww2,1.8430302809681
contre,-1.5996416245822762
pas_de,-1.6008396438456685
ju,-1.2092971637093244
available,1.7343190366096415
resources,1.4049860233486722
military,1.4067156797360683
mass,2.9484181271599823
80,-1.254319891906155
narcissistic,2.2771678101668247
story,2.619028500862794
finally,2.0805555934016526
told,3.386375229039603
ye,-1.0976933527917065
reality_check,2.280903740710624
causing,1.812921436049154
threatens,1.7440828596979345
gov,3.4497043083028673
taught,2.9889962624887882
itsjefftiedric,1.8232001288791952
found,2.6231615422656027
hiding,2.297818464522393
society,3.1702384612852215
changed,3.563881630638557
disappointed,2.766631338732013
safety,2.975928461733277
como,-1.8455480867673726
raciste,-1.659757694830458
sur,-1.4540105148058626
etre,-1.6419278444053305
hands,3.5880840261490428
indians,1.3063387058680302
interview,-1.5149673783573119
christians,2.1469579823009477
el_video,-1.83238515452627
nostradamus,-1.7654739355451838
estadosunidos,-1.8766544947627544
admin,2.2800091166114367
secure,3.539448946192676
freedom,1.731485358626455
michael,-1.8388501913245707
plans,3.025097439106634
works,3.4535379781145408
europe,-1.2315893251272507
realize,3.2841259471137247
maga2020,-1.1580815095447705
btw,3.4612384241845775
va,-1.7484669886478585
au,-1.5014815705408016
bien,-1.7316117937442042
chose,-1.2836195935240837
etats_unis,-1.5590700563101438
ante,-1.851828097718374
ten,-1.4734226438877904
tous,-1.5084281854417307
tramp,-1.588087623960498
kai,-1.6030705998005998
ta,-1.2762663883039478
alla,-1.7649586138193702
counter,1.4966055187966567
g7,-1.1360601364188774
wenn,-1.3518334716881366
kann,-1.2945179184292335
noch,-1.3682703141407302
den_usa,-1.3634045179110352
opinion,3.260052379665029
tweets,2.4525202591767377
looters,2.6708799472073177
lowlife_amp,2.0323865308949376
sc,1.513269916737592
sitting,1.8874787480256219
last_night,2.147588378462863
christian,1.7746785270209846
fur,-1.3348918802169607
unter,-1.3484518670011683
asi,-1.8841663069348866
hace,-1.9027656038372567
sr,-1.5365605772450883
games,2.1199061718063374
disgraceful,2.044597797489345
trumpdictatorshi,-1.613110370305668
constitution,1.5661899927319767
usariots,-1.3984486956273583
aux,-1.6365871995134902
antifas,-1.6412279709791735
font,-1.420209616314387
photos,-1.34876600778059
live,1.6804806144146642
huge,1.807784055844732
last,3.055883317236236
couple,3.421408362614638
liar,1.8542425348872595
thread,2.6043134916669377
govt,3.6717296597748557
por_las,-1.908998298060587
protestas_en,-1.954496894563402
anybody,3.2046835158670253
hit,1.9179547614036234
hopeful,2.3090322678337896
protestors,1.7844834477463771
driving,3.379287005166882
bricks,2.3734414339978547
truck,2.139627847675361
ordered,2.231698893504582
somos,-1.889247255155842
anonymous_donaldtrump,-1.7121093907860587
primaries,1.5429667791289008
count,3.2413228249043646
ge,-1.1273966804943887
mad,2.2166494254222453
center,1.6919479168739622
death,1.5970205543273948
note,2.873411181050762
obviously,2.421754357839612
without,2.8874343639302333
forgot,2.5931351171116384
holding_bible,2.4786210802741664
opposed,3.1002257594423055
rioters,2.1211162528962464
destroying,2.4691870292510423
animals,1.466745737948881
bunkerbitch,1.3769786125884218
hillaryclinton,2.178820228676049
riot,1.6222907103074289
given,2.6340578747101557
sort,-1.3383536830232152
president_united,2.2351971174148866
crisis,-1.209173368220853
bullets,1.964760764085199
con,-1.8819459786608501
heads,2.345564077485264
thru,2.376346787658718
missed,2.5236747385776495
tweet,2.4475527460475566
listening,2.919299845640926
guess,2.5726667173860447
tear_gassed,1.534063213055115
american_citizens,2.5702855068091504
abd,-1.7293964119630632
reuters,1.4478735781932148
united_states,2.077811055097558
stuff,3.270101131105504
little,2.9949154806473675
no_one,3.2218293748392455
taken,1.4976431455044283
cartoon,-1.7320006474457577
bunkerdon,-1.0678710620557916
blow,2.437528140565091
tactics,2.7693733491236605
get_rid,3.125358572815144
chinese,1.369357299933488
communist,3.1364232390784927
party,2.5410510866934666
influence,3.724481758519174
former,2.1775340604823046
police_officer,3.0037045267185896
thinks,2.6679170741336247
worth,3.016866840216308
stjohnschurch,1.289917875757028
beating,2.9985551155311825
5_months,1.930941978215932
things,2.8758026754844144
chan,-1.1197829601684144
coup,-1.1583454786337963
speakerpelosi,3.19832692265219
patriot,1.3000706192475397
around_world,3.2578618221905247
rubber_bullets,1.9946276326005266
cuz,3.1332916689547665
finished,3.2691198467679325
mocking,1.9288878595820573
blackoutuesday,-1.9147432503646
dont,2.1643200771079187
questo,-1.7499403005419918
blacklifematters,-2.008583200362682
blackoutday,-1.6595364403826
ame,-1.4219750880309778
cure,2.7751214831630557
sunday,1.728297792463012
peaceful_protest,2.4117324971541296
pm,-1.1796160825476403
ig,-1.4872906870409746
raise,3.807974541215642
hand,1.4904568671915899
thin,3.2093109394535397
resign,2.065023626902356
philadelphia,-1.2949744361583975
blacklivesmatter_protests,1.0483557391525145
avoir,-1.5660353594894947
dans_le,-1.6134333284553994
antifaterrorist,-1.5916614494119465
ka,-1.4153822758215888
hai,-1.2861475792128392
tv,1.7387723957536105
youtube,-1.7840658988256166
thank_yo,2.2552023052293135
senators,1.9097527117721458
called,2.5633527792187865
couldn,2.896445195655807
cual,-1.961797981221474
cuba,-1.5078300926336272
en_su,-1.8237832499859998
watched,2.6545352627548806
wisdom,2.850947904343371
stood,3.105978201247366
heart,2.0454760287265668
fue,-1.779451629397789
algo,-1.915138445249837
por_el,-1.7323234919605879
muted,-1.5117866931097477
voice,3.3134052583151723
saytheirnames,-1.7791414638377885
tired,2.558058172712523
selling,2.6277550621251713
losing,2.600814252069233
donated,1.9158714056212403
allow,3.235496237142443
elected,2.6418965127757956
using_bible,2.1405768050624894
pass,2.6590597965096974
casablanca_donaldtrump,-1.8319648521680423
habla,-2.0155941634266608
ley,-1.8933924054347204
la_policia,-1.9261723448847183
estadounidense,-2.0818266113433657
es_una,-1.7717319666365643
racista,-2.0191764994753885
negros,-1.7646910190507445
guardia,-1.8708321407218396
propaganda,1.7097648626270687
alert,-1.404818309332855
distraction,1.5717998603157295
ivanka,1.3373579078546067
daughter,2.152264009249263
mismo,-1.822116777006873
con_el,-1.7563363595284103
let_make,1.561632287354868
issues,2.598481703976342
facing,2.713487580404882
plan,1.5166340627629167
mr_president,2.137621654448117
level,4.561675554649032
well_done,2.3628877961954737
bbcnews,-1.2490944325279207
cnn_foxnews,-1.217836274590321
hashtags,-1.1058121896101298
write,2.3300706453813773
thought,3.5388847912593326
riots2020,-1.499001391953297
police_chief,1.9212560756387178
telling,3.231863935240286
action,2.5271743047259183
dictatorship,2.176218791177609
trumpout2020_trumpdictatorship,-1.446999979532942
k,1.3659378149073815
garden,1.4768227616406706
address,1.225018513725042
jetzt,-1.2765088281609742
rich,2.8238709421814754
lying,2.524848011047924
ri,-1.1664905744538983
contro,-1.8234254168639568
serve,2.705054250173779
yall,2.651954886326066
hilarious,2.8573379650604886
arrest,2.3471802161061346
knowing,2.3568415926348534
fbi,-1.295616462776174
soon,2.8427082876398857
unitednotdivided,-1.3570742336435113
dos,-2.004140719827275
nadie,-1.9335017109804788
eso,-1.9447678781807576
choice,2.0924474918421665
simple,2.039317530160057
next_president,2.164553824262236
4_years,2.142655256642659
archbishop,2.384439709787137
dc,2.0818932614560235
menschen,-1.3815132183642078
gegen,-1.3563808665606738
philly,1.614950362260023
pls,-1.5852461844926562
folks,2.7038298090016815
passion,2.8016580556761896
46,-1.3698589534551475
usaprotest,-1.516101642183576
article,1.279104777466955
terrible,1.478431190125316
ahora,-1.8583697251809697
continues,3.65960487794908
discrimination,2.728021960940347
violence_against,2.8669441555528596
en_eeuu,-1.8342558312504575
ese,-1.9416870106396233
es_el,-1.8763942487732927
senatemajld,3.355993895348027
beyond,2.2773417999831063
recognition,2.2115831743656242
dictator,-1.1348384417029125
brutal,-1.45823998685132
sen,3.2507094496501097
twitte,-1.8457623410921489
injustice,1.4266271601987008
brutality,-1.4915412859343748
corruption,1.0751851207219278
leftist,2.213030257516096
decided,2.817753913082744
paying,2.4259585691462173
god,1.5130109718678657
pres,-1.3227690092853288
unrest,1.864173975799459
economic,1.3948249935328783
40,1.5027617626117658
unemployed,-1.3273809635092162
men,-1.0132522297082094
kii,-1.306804540895528
ke,-1.286624031414151
kaa,-1.3270420757313766
deep,2.9369252574223745
book,2.4347124154536313
jesus,1.9270626598007499
lee,-1.7805215962476422
sus,-2.021919791008107
les_manifestants,-1.5243721139085447
mama,-1.4413980670058737
whitehouse,-1.2195600089373961
unity,3.1014821258436647
compassion,2.358450830490914
promises,1.9550203486828208
powerful,2.513057786792521
sobre,-1.8192845443637347
el_mundo,-1.9157192445463525
che,-1.745017700889479
fascista,-1.95005988606782
god_bless,-1.3684261788962242
gerade,-1.35608279776816
losers,1.1211783012789804
ah,-1.5370861061166106
joebide,1.2461296887135707
peaceful,1.5313796300444962
stores,2.618599040684416
hack,-1.3911540078315248
site,-1.669662711511777
tutto,-1.739389280862947
gli,-1.8328729126353913
cdnpoli,-2.007006518961267
uspoli,-1.6932727479137821
division,2.1723808505933215
stock,2.8050256879901805
week,1.633743993518135
um,-1.422537308508354
mundo,-1.8598178188511834
mask,2.2108969660658992
wearing,2.335265760865614
ban,-1.0131396519518712
experience,3.151812454310293
macron,-1.6266844216723026
violently,2.129988726487325
yellow,-1.3037096654838873
biden2020_teamjoe,2.3272620781996367
washingtonpost,2.0495589203625393
trash,1.9534684840876362
sing,2.8985104226349465
different,3.4078672853846643
tune,2.7012427541969006
idiots,3.1027205205269404
wa,2.9934936655608753
parece,-1.8186454944339392
bone_spurs,1.353169133199602
scared,2.5806164867681467
heck,2.5038305266075773
knows,3.0443510616868408
failure,2.321143407011631
warning,1.3294901563329515
content,2.3141298572106725
bet,2.301205595429834
versus,2.0965372696163374
protesta,-1.9849066059984144
among,1.4402412907530422
abusing,2.5489552938032793
transition,2.36523331784034
greatness,2.657452082328012
ballot,2.3686007995560012
trump_administration,3.046162471160116
bidengate,-1.2090024851681835
hunterbiden,2.292667375616314
prop,-1.2990822530289792
weakness,1.7692087760829107
dieser,-1.2329158960778266
uber,-1.3007903892294765
awareness,3.2978943187703886
ongoing,1.9531142036142146
fall,1.7113734408785515
sent,2.0361301836348886
dominate,2.4702280214839427
traitortrump,1.3384096845752445
clinton,-1.6823798748774723
hearing,4.000365145780035
audio,-1.634729977437854
hear,2.124047014158886
tanto,-2.0013312475397864
pizzagate,-1.4545127219601284
supporters,2.80258005290349
claro,-1.9813663150610639
anonymuos,-1.648945216088774
blacklifesmatters,-1.7200614944919146
blame,3.0453748553581903
officials,2.3129225099665955
icantbreathe,-1.8003677116382306
vile,2.2394529277505124
hides,1.8299644765109322
urgent,1.816778731444284
shoot,2.2933327885906674
kill,1.810526193951851
scotland,1.0401913080684824
klar,-1.3443330575424244
exactly,2.955996477193411
fascism,1.621218509631344
worry,2.020880523622901
staged,1.4125444989865197
night,2.24023755632713
marching,1.5734461782337599
ny,-1.1230507102718903
della,-1.8614770315636977
clown,2.174088485397143
gang,-0.9902418873705245
caught,2.773891982412999
hollywood,-1.3122509189856861
wurde,-1.3868779421595212
fred,-1.3465946906611712
einer,-1.389266300116188
getting,3.288335060274162
elite,-1.5046776877436308
dice,-1.8113049370184653
scum,2.332355242870583
trumphasnoplan,1.276163321921009
10,1.203094257333336
etat,-1.4498293051255704
ont,-1.651226594984319
leur,-1.4958224403340392
guerre,-1.640678288012511
piu,-1.7567666239872477
wwii,2.523356484328885
proteste,-1.4361404206158628
terror,-1.2395015328320869
nixon,-1.2867108600411292
silent_majority,1.523571783258555
usaonfire,-1.4403617483793987
que_se,-1.9570221043936047
bad,3.138265764028829
christianity,3.1461762351824127
whatever,3.436902161170843
que_el,-1.9174706456252018
racismo,-1.815147441763632
social,-1.3610019316259412
balls,3.238009062753861
1/2,-1.2425578977919853
cares,2.957350289490235
cbsnew,-1.134611518890235
msnb,-1.1726261783310807
gassed,1.353898381011264
cute,2.171427940758414
tie,4.281941858102918
ci,-1.415914168592512
seattleprotest,-1.6389600097746586
antifaterrorist_donaldtrump,-1.7355836681107057
straight,3.263999392503538
unless,2.465817291896242
drop,2.872236700858877
ways,2.1803249176696466
joebidenisracist,2.2970976344205956
ttrmp,-1.3507954100774562
khy,-1.1669857919872415
wr,-1.1042644374200832
send,2.5303741174898606
minutes,1.600163049752217
neck,3.1896993903810493
nypd,-1.250621710846813
militar,-1.340824143340353
coverage,1.9904689445495414
wo,0.9882010674123775
gave,2.184436864826454
guilt,1.5238628664742124
association,1.6567173762907583
upon,1.6681341217301788
threats,2.187618925106335
king,2.185931266700751
waiting,3.4000039222836547
costs,2.8113710696518273
good_morning,2.584825883732086
bed,3.026340018462193
lets,2.1784002114045053
monday,1.8566590179177003
durante,-2.001505199753327
creo_que,-1.785878612128021
hero,4.022360087387622
mano,-1.7696669807500838
regime,1.6282508805161342
bias,2.615272489482044
nationwide,1.336768634106057
tru,1.8703999099254762
este_video,-1.7865668087900723
esto_es,-1.7503696495926933
justiceforfloyd,-1.7426053097466339
cr,-1.5169218852491875
om,-1.3627092011360389
cost,1.6392364778880675
kid,2.197397972603199
shirt,2.1588226229218344
glad,3.4982654825695745
seek,2.9481414838127913
seems,3.683488884292546
abc,-1.2552119725676882
votebluenomatterwho,-1.3564643242646661
politician,2.9815396566497925
forced,2.237377693653579
please_watch,1.4690980222351773
repost,-1.1077449621810473
fakepresident,-1.5543766887361796
trumpisanationaldisgrace,-1.246670750537974
break,3.49753523584463
chi,-1.4508130715002898
enemy,2.267723012962645
leads,3.0290459302696586
preach,2.0828912412236655
fair,3.8774594606367065
hair,2.562131427930569
pulled,1.7201831237958545
youranonnews,-1.5443596500458412
3_years,-1.4350736802207336
hours,2.721608010547643
later,2.2813701003967317
pd,1.4690211812461955
original,-2.095212333204002
difundan,-1.9179603463702788
mzhrt_mryk,-1.5142805615763004
direct,-1.2807721097994065
orders,3.355805017200358
language,2.9176428772132197
feel_like,2.9393372642127655
religious,2.490000021448716
voteouthate_votebluetosaveamerica,-1.7553269716076745
votetrumpout2020,1.5416243830859053
shame,2.3640161905396218
tum,-1.3287207446078928
ho,-1.2279714074560857
presidentbiden,1.5130411188460113
cover,3.1145485076296704
2016,1.6629124549313226
burned,2.618553465000435
blackoutday2020,-1.9507390932767799
trumpdictator,-1.4947944892385707
questa,-1.8296934830204874
no_puedo,-1.8527203433062305
gen,-1.3149906804389015
cbsnews,1.3390575178144046
shooting,2.5282961989706982
reported,1.4051273113161074
endorsement,2.65820986104632
rhetoric,2.959009765726062
usual,3.0708133338485704
ag,1.5741803924595177
personal,2.88055375075578
barr,2.3776939740109557
helped,2.776851322079173
biden2020,1.0978013616917168
thehill,1.820998692154164
seems_like,2.4913889165871312
auf_die,-1.4217990525271686
ver,-1.8543400146681128
ek,-1.2874720944913582
jo,-1.2355289403118856
ki,-1.2391625560845043
los_manifestantes,-1.9093252412536192
poder,-1.9394087304921128
hoy,-1.9072503604955375
con_la,-1.4998193635571955
biblia,-1.846692369126447
estos,-1.859089225149733
anos,-1.6863248862055327
agenda,2.8570014309965286
lgbt,-1.7006897423166476
momento,-1.9244756907880858
blamed,2.889693420834557
communists,1.7881540988498228
fire,2.7851997967212476
writing,2.59952428313653
century,2.5933266062617766
present,-1.167998100210935
therefore,2.1224942992824904
policemen,2.8770013186761374
humanity,1.8705159853561686
whe,3.243997369717937
classic,3.1589032605204235
bu,-1.2142435165581302
21,-1.595013378717728
version,1.7047813301820982
dream,2.2369732312385535
meme,-1.45555330809283
et_la,-1.557226381220787
yo,-1.2652633534440896
trumpdictatorship_trumpincitesviolence,1.4382401323397838
neo,1.595248775448167
era,-1.4676753332139074
todo,-1.8737601099177263
tomorrow,1.8863087885526346
indiana,1.3792114440858607
maryland,1.638344704669685
traitor,2.012552586727088
children,2.3492348286309004
holy,2.5600963036091446
c_e,-1.7182854588050482
horses,1.846819033749775
gas,-1.0970201493742462
peaceful_protestors,2.112714978738708
trumpincitesviolence,-1.1430609728560206
lucky,2.696508592405644
resisto,1.9724405148547732
venezuela,-1.6791717481446935
tras,-1.8143915673609918
remove,2.497441673665895
dicklessrapist,-1.7314313630296954
super,2.022247665262183
brave,1.61983600476018
pushing,1.9287191775086079
hillaryclinto,1.8432365740660452
barackobam,1.8403267209186382
restore,2.4238505738381915
este,-1.8789512800470172
icin,-1.685756831665626
threat,1.9908615129406122
grew,2.608158798552366
prove,3.5960372935683194
visit,1.5817071185708835
testing,-1.2700886845811827
